"Producto","Tipo","NIF","Adjudicatario","Fecha","Cantidad Pedido","Cantidad Recibido","Cantidad Pendiente","Importe del Pedido","Importe Pagado","Importe Pendiente"
"Apósitos no activos","SUMINISTRO","B61787057","ALFASIGMA ESPAÑA, S.L.","17/03/2020","3340","3340","0","6136","6136","0","10%"
"Conector/adaptador","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","17/03/2020","130","130","0","8809","8809","0","21%"
"Conector/adaptador","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","17/03/2020","14","14","0","949","949","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","17/03/2020","10","10","0","284","284","0","21%"
"HUMIDIFICADOR","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","17/03/2020","1","1","0","5808","5808","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","17/03/2020","100","100","0","2904","2904","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","17/03/2020","10","10","0","678","678","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","17/03/2020","80","80","0","2323","2323","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","17/03/2020","40","40","0","2710","2710","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","17/03/2020","60","60","0","1440","1440","0","0%"
"Licencias Ciitrix","SUMINISTRO","B73526360","INFORGES S. L.","17/03/2020","380","380","0","46482","46482","0","21%"
"Mantenimiento Licencias Citrix","SUMINISTRO","B73526360","INFORGES S. L.","17/03/2020","380","380","0","13425","13425","0","21%"
"MASCARILLA PROTECCION FFP2","SUMINISTRO","B73777583","NOVO HERMALEV, S.L.","17/03/2020","30000","30000","0","107700","107700","0","21%"
"MASCARILLA PROTECCION FFP2","SUMINISTRO","B73777583","NOVO HERMALEV, S.L.","17/03/2020","70000","70000","0","251300","251300","0","0%"
"BATA AISLAMIENTO","SUMINISTRO","B80196934","GARRIC MEDICA, S.L.","17/03/2020","144000","144000","0","29272","29272","0","21%"
"BATA AISLAMIENTO","SUMINISTRO","B80196934","GARRIC MEDICA, S.L.","17/03/2020","82000","82000","0","16669","16669","0","21%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","B80196934","GARRIC MEDICA, S.L.","17/03/2020","150000","150000","0","120000","120000","0","21%"
"Tubos admón.O2","SUMINISTRO","B80213788","OXIGEM, S.L.","17/03/2020","400","400","0","123","123","0","21%"
"Cánulas Guedel-Mayo","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","140","140","0","41","41","0","0%"
"Cánulas Guedel-Mayo","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","200","200","0","59","59","0","0%"
"Cánulas Guedel-Mayo","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","720","720","0","213","213","0","21%"
"Cánulas Guedel-Mayo","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","720","720","0","213","213","0","0%"
"Conector/adaptador","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","120","120","0","194","194","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","84","84","0","996","996","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","8400","8400","0","6871","6871","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","40","40","0","76","76","0","21%"
"MASCARILLAS (OTRAS)","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","195","195","0","1015","1015","0","21%"
"Nebuliz./humidific.","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","12750","12750","0","4937","4937","0","21%"
"Nebuliz./humidific.","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","855","855","0","652","652","0","21%"
"Nebuliz./humidific.","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","9720","9720","0","7915","7915","0","21%"
"Nebuliz./humidific.","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","1188","1188","0","1078","1078","0","21%"
"Tubos admón.O2","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","2000","2000","0","542","542","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","270","270","0","9768","9768","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","40","40","0","332","332","0","0%"
"Tubul/filt/circ. Y","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","79","79","0","473","473","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","17/03/2020","75","75","0","371","371","0","0%"
"Resucitador manual","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","17/03/2020","372","372","0","3826","3826","0","21%"
"Resucitador manual","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","17/03/2020","48","48","0","494","494","0","21%"
"Resucitador manual","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","17/03/2020","36","36","0","370","370","0","21%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","10","10","0","0","0","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","8","8","0","0","0","0","0%"
"Conector/adaptador","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","5","5","0","0","0","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","1","1","0","60","60","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","1","1","0","60","60","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","375","375","0","327","327","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","120","120","0","273","273","0","10%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","72","72","0","2788","2788","0","10%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","40","40","0","1549","1549","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","60","60","0","2323","2323","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","13","13","0","503","503","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","25","25","0","1210","1210","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","60","60","0","2904","2904","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","7","7","0","339","339","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","12","12","0","653","653","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","1","1","0","54","54","0","0%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","280","280","0","10842","10842","0","10%"
"Mascarilla O2/otras","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","430","430","0","16650","16650","0","10%"
"Nebuliz./humidific.","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","600","600","0","581","581","0","21%"
"Nebuliz./humidific.","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","100","100","0","460","460","0","21%"
"Tubos admón.O2","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","15820","15820","0","3828","3828","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B82479387","LINDE MEDICA, S.L.U.","17/03/2020","630","630","0","4559","4559","0","10%"
"RESPIRADOR VOLUMETRICO","SUMINISTRO","B82736471","GETINGE GROUP SPAIN, S.L.U.","17/03/2020","1","1","0","22385","22385","0","21%"
"RESPIRADOR VOLUMETRICO","SUMINISTRO","B82736471","GETINGE GROUP SPAIN, S.L.U.","17/03/2020","3","2","1","55500","37000","18500","0%"
"RESPIRADOR VOLUMETRICO","SUMINISTRO","B82736471","GETINGE GROUP SPAIN, S.L.U.","17/03/2020","1","1","0","18500","18500","0","0%"
"RESPIRADOR VOLUMETRICO","SUMINISTRO","B82736471","GETINGE GROUP SPAIN, S.L.U.","17/03/2020","1","1","0","18500","18500","0","0%"
"RESPIRADOR VOLUMETRICO","SUMINISTRO","B82736471","GETINGE GROUP SPAIN, S.L.U.","17/03/2020","2","2","0","37000","37000","0","21%"
"RESPIRADOR VOLUMETRICO","SUMINISTRO","B82736471","GETINGE GROUP SPAIN, S.L.U.","17/03/2020","1","1","0","18500","18500","0","21%"
"RESPIRADOR VOLUMETRICO","SUMINISTRO","B82736471","GETINGE GROUP SPAIN, S.L.U.","17/03/2020","1","1","0","18500","18500","0","0%"
"Cán.traq.laring","SUMINISTRO","B83886176","SMITHS MEDICAL ESPAÑA, S.R.L.","17/03/2020","2","2","0","231","231","0","10%"
"Cán.traq.laring","SUMINISTRO","B83886176","SMITHS MEDICAL ESPAÑA, S.R.L.","17/03/2020","35","35","0","4158","4158","0","10%"
"Col.drenj.ex. S.asp.","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","17/03/2020","750","750","0","726","726","0","21%"
"Col.drenj.ex. S.asp.","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","17/03/2020","2200","2200","0","2263","2263","0","21%"
"Col.drenj.ex. S.asp.","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","17/03/2020","7500","7500","0","8621","8621","0","21%"
"Toall/esp.desechable","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","17/03/2020","10272","10272","0","11188","11188","0","21%"
"OTROS","SUMINISTRO","B86081429","AIRMEDICAL PRODUCTS, S.L.","17/03/2020","100","100","0","3272","3272","0","10%"
"Eq/acc. perfusión","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","17/03/2020","1116","1116","0","4726","4726","0","21%"
"Fund/prot.desechable","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","17/03/2020","361152","361152","0","12236","12236","0","21%"
"Sistemas nutrición","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","17/03/2020","300","300","0","1270","1270","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","17/03/2020","2700","2700","0","245","245","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","17/03/2020","600","600","0","54","54","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","17/03/2020","2300","2300","0","209","209","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","17/03/2020","1300","1300","0","118","118","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","17/03/2020","13300","13300","0","2213","2213","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","17/03/2020","8700","8700","0","1447","1447","0","0%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","17/03/2020","600","600","0","100","100","0","21%"
"Sondas de aspiración","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","17/03/2020","900","900","0","150","150","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","17/03/2020","18","18","0","261","261","0","21%"
"Fij/suj/acc.ventiltp","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","17/03/2020","60","60","0","871","871","0","21%"
"Inst.des.general","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","17/03/2020","600","600","0","3703","3703","0","21%"
"Inst.des.general","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","17/03/2020","20","20","0","123","123","0","21%"
"Inst.des.general","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","17/03/2020","300","300","0","1851","1851","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","17/03/2020","200","200","0","411","411","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","17/03/2020","340","340","0","699","699","0","21%"
"Tubul/filt/circ. Y","SUMINISTRO","B87513040","VYAIRE MEDICA, SLU.","17/03/2020","12","12","0","269","269","0","21%"
"Termó/sensor reg.dat","SUMINISTRO","W0068620D","MASIMO EUROPE LTD SUCURSAL EN ESPAÑ","17/03/2020","1340","1340","0","16133","16133","0","21%"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","18/03/2020","1312","1312","0","10319","10319","0","21%"
"GUANTES DE NITRILO, CON Y SIN POLVO","SUMINISTRO","A08032401","LABORATORIOS HARTMANN, S.A.","18/03/2020","350000","350000","0","10079","10079","0","21%"
"Filtros y hemodiali.","SUMINISTRO","A08834012","FRESENIUS MEDICAL CARE ESPAÑA, S.A.","18/03/2020","12","12","0","1162","1162","0","0%"
"Mascarilla O2/otras","SUMINISTRO","A28536480","VYGON, S.A.","18/03/2020","5","5","0","514","514","0","21%"
"Mascarilla O2/otras","SUMINISTRO","A28536480","VYGON, S.A.","18/03/2020","5","5","0","514","514","0","10%"
"OTROS","SUMINISTRO","B30243737","VIALTA, S.L.","18/03/2020","30","30","0","136","136","0","21%"
"OTROS","SUMINISTRO","B30243737","VIALTA, S.L.","18/03/2020","10","10","0","186","186","0","21%"
"ALCOHOL","SUMINISTRO","B30389282","BENITO PARRAGA, S.L.","18/03/2020","2700","2700","0","6088","6088","0","0%"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","B48910756","VESISMIN, S.L.","18/03/2020","102","102","0","9717","9717","0","21%"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","B48910756","VESISMIN, S.L.","18/03/2020","1400","1400","0","11816","11816","0","21%"
"EQUIPO PORTATIL DE RX","SUMINISTRO","B60805769","SIEMENS HEALTHCARE,  S.L.U.","18/03/2020","1","1","0","93600","93600","0","0%"
"EQUIPO RAYOS PORTATIL","SUMINISTRO","B60805769","SIEMENS HEALTHCARE,  S.L.U.","18/03/2020","1","1","0","77355","77355","0","0%"
"Módulo de monitorización de pacientes","SUMINISTRO","B60805769","SIEMENS HEALTHCARE,  S.L.U.","18/03/2020","60","60","0","130317","130317","0","21%"
"RAYOS X","SUMINISTRO","B60805769","SIEMENS HEALTHCARE,  S.L.U.","18/03/2020","1","1","0","93600","93600","0","0%"
"RAYOS X","SUMINISTRO","B60805769","SIEMENS HEALTHCARE,  S.L.U.","18/03/2020","1","1","0","93600","93600","0","0%"
"HUMIDIFICADOR","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","18/03/2020","2","2","0","11616","11616","0","21%"
"HUMIDIFICADOR","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","18/03/2020","2","2","0","11616","11616","0","21%"
"HUMIDIFICADOR","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","18/03/2020","1","1","0","4800","4800","0","0%"
"HUMIDIFICADOR","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","18/03/2020","1","1","0","5808","5808","0","21%"
"HUMIDIFICADOR","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","18/03/2020","2","2","0","9600","9600","0","0%"
"HUMIDIFICADOR","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","18/03/2020","1","1","0","4800","4800","0","0%"
"HUMIDIFICADOR","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","18/03/2020","1","1","0","4800","4800","0","0%"
"HUMIDIFICADOR","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","18/03/2020","1","1","0","4800","4800","0","0%"
"HUMIDIFICADOR","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","18/03/2020","1","1","0","4800","4800","0","0%"
"HUMIDIFICADOR","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","18/03/2020","1","1","0","4800","4800","0","0%"
"HUMIDIFICADOR","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","18/03/2020","6","2","4","28800","9600","19200","0%"
"OTROS","SUMINISTRO","B73280349","MEDICAL CAÑADA, S.L.","18/03/2020","13","13","0","546","546","0","21%"
"GORROS","SUMINISTRO","B80196934","GARRIC MEDICA, S.L.","18/03/2020","3000","3000","0","80","80","0","21%"
"Conector/adaptador","SUMINISTRO","B80957889","INTERSURGICAL ESPAÑA, S.L.","18/03/2020","250","250","0","608","608","0","21%"
"Inst.des.general","SUMINISTRO","B81040149","FIRMA AMBU, S.L.","18/03/2020","25","25","0","7260","7260","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","18/03/2020","144","144","0","202","202","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","18/03/2020","612","612","0","859","859","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","18/03/2020","252","252","0","354","354","0","21%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","18/03/2020","168","168","0","305","305","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","18/03/2020","72","72","0","259","259","0","0%"
"BATAS DESECHABLES E IMPERMEABLES","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","18/03/2020","3800","3800","0","2437","2437","0","21%"
"MASCARILLAS (OTRAS)","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","18/03/2020","100","100","0","30","30","0","21%"
"PIJAMAS","SUMINISTRO","B86030723","MEDLINE INTERNATIONAL IBERIA S.L.","18/03/2020","300","300","0","298","298","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","18/03/2020","7200","7200","0","3354","3354","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","18/03/2020","7200","7200","0","3354","3354","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","18/03/2020","7200","7200","0","3354","3354","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","18/03/2020","200","200","0","93","93","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","18/03/2020","7200","7200","0","7231","7231","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","18/03/2020","7200","7200","0","7231","7231","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","18/03/2020","7200","7200","0","7231","7231","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","18/03/2020","200","200","0","218","218","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","18/03/2020","200","200","0","218","218","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","18/03/2020","200","200","0","218","218","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","18/03/2020","200","200","0","201","201","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","18/03/2020","6200","6200","0","1800","1800","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","18/03/2020","2200","2200","0","639","639","0","21%"
"GUANTE QUIRÚRGICO","SUMINISTRO","B87334017","CARDINAL HEALTH SPAIN 511, S.L.","18/03/2020","3800","3800","0","1104","1104","0","21%"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","18/03/2020","56","56","0","572","572","0","21%"
"DESINFECTANTE SUPERFICIE","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","18/03/2020","72","72","0","511","511","0","21%"
"GAFAS DE PROTECCION","SUMINISTRO","J73691651","ALTHEA MEDICA, S.C.","18/03/2020","39","39","0","488","488","0","21%"
"GAFAS DE PROTECCION","SUMINISTRO","B05524103","FERAGRO SUMINISTROS INDUSTRIALES, S","20/03/2020","200","200","0","3122","3122","0","21%"
"GAFAS DE PROTECCION","SUMINISTRO","B05524103","FERAGRO SUMINISTROS INDUSTRIALES, S","20/03/2020","6","6","0","27","27","0","21%"
"OTROS","SUMINISTRO","B11270097","BENITEZ PAUBLETE S.L.","20/03/2020","7000","7000","0","3219","3219","0","21%"
"OTROS","SUMINISTRO","B30243737","VIALTA, S.L.","20/03/2020","300","300","0","17688","17688","0","21%"
"OTROS","SUMINISTRO","B30243737","VIALTA, S.L.","20/03/2020","109","109","0","385","385","0","21%"
"OTROS","SUMINISTRO","B30243737","VIALTA, S.L.","20/03/2020","300","300","0","1122","1122","0","21%"
"SOLUCION HIDROALCOHOLICA (biocida y cosmetica)","SUMINISTRO","B30600779","LABORATORIOS PRADY, S.L.","20/03/2020","10000","10000","0","29645","29645","0","21%"
"SOLUCION HIDROALCOHOLICA (biocida y cosmetica)","SUMINISTRO","B30600779","LABORATORIOS PRADY, S.L.","20/03/2020","2500","2500","0","9014","9014","0","21%"
"Mascarilla O2/otras","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","20/03/2020","1","1","0","375","375","0","0%"
"RESPIRADOR VOLUMETRICO","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","20/03/2020","1","1","0","14004","14004","0","0%"
"RESPIRADOR VOLUMETRICO","SUMINISTRO","B46149555","DEXTRO MEDICA, S.L.","20/03/2020","1","1","0","14004","14004","0","0%"
"HISOPOS","SUMINISTRO","B58786096","NIRCO,S L","20/03/2020","1000","1000","0","1390","1390","0","21%"
"HISOPOS","SUMINISTRO","B58786096","NIRCO,S L","20/03/2020","6000","6000","0","10920","10920","0","21%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","B61526414","MOLNLYCKE HEALTH CARE S.L.","20/03/2020","12500","12500","0","2269","2269","0","21%"
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR","SUMINISTRO","B61526414","MOLNLYCKE HEALTH CARE S.L.","20/03/2020","12500","12500","0","2269","2269","0","21%"
"MONITOR MULTIPARAMETRICO","SUMINISTRO","B73182586","MARCOM MEDICA, S.L.","20/03/2020","50","13","37","322572","83869","238704","0%"
"OTROS","SUMINISTRO","B73280349","MEDICAL CAÑADA, S.L.","20/03/2020","700","700","0","8400","8400","0","10%"
