Code,Description,GovernmentRequester,AwardProcedure,TypeOfContract,BiddingPrice,AwardPrice,Company
CONAD20171200000044,gasóleo calefacción c/san vicente paul-teruel (anexo 1157/2017),HACIENDA Y ADMINISTRACIÓN PÚBLICA,Derivado de acuerdo marco,Suministros,4378.35,4378.35,REPSOL COMERCIAL DE PRODUCTOS
CONAD20171600000122,sublote 3.2.h: cirugía general y digestiva/hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,40996.69,28165.0,CLINICA MONTECANAL SL
CONAD20177500000008,redacción de informes y apoyo exp.activ.clasificadas-aai industrial,INSTITUTO ARAGONÉS DE GESTIÓN AMBIENTAL,Por administración,Servicios,99932.55,99932.55,SDAD ARAGONESA DE GESTION
CONAD20171200000045,"gasóleo calefacción pz. los sitios, 7 (anexo 1534/2017)",HACIENDA Y ADMINISTRACIÓN PÚBLICA,Derivado de acuerdo marco,Suministros,2751.65,2736.34,REPSOL COMERCIAL DE PRODUCTOS
CONAD20171600000022,"mantenimiento contenedores higiénicos r y c, 68",SANIDAD,Abierto,Servicios,308.88,308.88,SERVICIOS CONTENEDORES HIGIENI
CONAD20171600000028,distribución de inmunógenos salud pública,SANIDAD,Abierto,Servicios,14876.03,14876.03,TELETRANSPORTE ARAGON SL
CONAD20171000000047,soporte técnico y telefónico plataforma de comarcas (aecom),PRESIDENCIA,Por administración,Servicios,13911.54,13911.54,ARAGONESA DE SERVICIOS TELEMATICOS
CONAD20171200000046,gasóleo calefacción o.d. jaca (anexo 1415),HACIENDA Y ADMINISTRACIÓN PÚBLICA,Derivado de acuerdo marco,Suministros,2736.16,2736.16,REPSOL COMERCIAL DE PRODUCTOS
CONAD20171800000133,6 videoproyectores con soporte. adecuacion aulas septiembre 2016,"EDUCACIÓN, CULTURA Y DEPORTE",Derivado de acuerdo marco,Suministros,5001.96,3443.4,ABC FLOPPY S.L.
CONAD20171600000113,sublote 2.6.cma:oftalmología/cirugía mayor ambulatoria,SANIDAD,Derivado de acuerdo marco,Servicios,43900.45,37785.0,CAPITOLIO SA
CONAD20171600000114,sublote 3.10.h: angiología y cirugía vascular,SANIDAD,Derivado de acuerdo marco,Servicios,54809.95,38200.0,"CLINICA MONTPELLIER GRUPO HLA, SAU"
CONAD20171600000115,sublote 3.11.h:traumatología/hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,45426.4,29400.0,"CLINICA MONTPELLIER GRUPO HLA, SAU"
CONAD20177200000003,s3./2017 labores relacionadas gestion ciclo integral agua,INSTITUTO ARAGONÉS DEL AGUA,Por administración,Servicios,97793.23,97793.23,SDAD ARAGONESA DE GESTION
CONAD20171600000060,procedimientos quirurgicos - ives- sector alcañiz,SANIDAD,Derivado de acuerdo marco,Servicios,24766.39,24766.39,UTE-ACTUR QUIRURGICOS
CONAD20171600000049,procedimientos de interrupción voluntaria del embarazo,SANIDAD,Derivado de acuerdo marco,Servicios,29542.35,29542.35,UTE-ACTUR QUIRURGICOS
CONAD20171600000111,sublote 3.11.h: traumatología/hospitalización,SANIDAD,Derivado de acuerdo marco,Servicios,167529.55,136900.0,CAPITOLIO SA
CONLT20177100000107,mantenimiento td. zona huesca. ast_2017_008. lote 1,ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS,Abierto,Servicios,11260.98,11160.0,ELECTROACUSTICA BARREU S.L.
CONLT20177100000108,mantenimiento td. zona teruel. ast_2017_008. lote 2,ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS,Abierto,Servicios,12553.14,12500.0,PUYO AREA TECNOLOGICA S.L.
CONLT20177100000109,mantenimiento td. zona zaragoza. ast_2017_008. lote 3,ENTIDAD PÚBLICA ARAGONESA DE SERVICIOS TELEMÁTICOS,Abierto,Servicios,10739.64,10578.0,DISTEL TELEFONIA SL
CONAD20171200000040,"gasóleo calefacción pz. cervantes,1 (anexo 3341/2016)",HACIENDA Y ADMINISTRACIÓN PÚBLICA,Derivado de acuerdo marco,Suministros,9796.51,9796.51,REPSOL COMERCIAL DE PRODUCTOS
CONAD20171400000024,145 rb74024 contrato de limpieza oficinas del pn ordesa en huesca,DESARROLLO RURAL Y SOSTENIBILIDAD,Derivado de acuerdo marco,Servicios,15106.85,8125.76,ONET-SERALIA SA
CONAD20171600000033,"seguridad (alarma y custodia) edif. ryc, 68",SANIDAD,Abierto,Servicios,279.0,279.0,TECNICOS DE ALARMAS S.A. TECAL
CONAD20171600000034,"mantenimiento edificio ramon y cajal, 68",SANIDAD,Abierto,Servicios,17400.0,17400.0,LM RETAVI S.L.L.
CONAD20171600000069,procedimientos quirurgicos,SANIDAD,Derivado de acuerdo marco,Servicios,16400.9,14237.9,UTE CLINICA DEL PILAR LEY 18/1982
CONAD20171600000070,procedimientos quirurgicos,SANIDAD,Derivado de acuerdo marco,Servicios,42566.68,30581.0,CLINICA MONTECANAL SL
CONAD20171600000077,procedimientos quirurgicos,SANIDAD,Derivado de acuerdo marco,Servicios,10128.14,7369.0,CLINICA MONTECANAL SL
CONAD20171600000078,procedimientos quirurgicos,SANIDAD,Derivado de acuerdo marco,Servicios,209103.46,134700.0,"CLINICA MONTPELLIER GRUPO HLA, SAU"
CONLT20175300000586,aceite,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,2130.7,1877.7,CORPORACION ALIMENTARIA GUISSONA SA
CONLT20175300000587,bebidas,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,2284.98,2284.98,PACITA COMPLEX S.L.
CONLT20175300000588,"legumbres, pastas y otros alimentos",INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,5403.33,5403.33,PACITA COMPLEX S.L.
CONAD20171300000022,servicios de limpieza 2017 en parque maquin. de calamocha,"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA",Derivado de acuerdo marco,Servicios,2914.6,2914.6,LIMPIEZAS GREDOS SA
CONLT20175300000590,leche y derivados lácteos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,1795.8,1733.4,CORPORACION ALIMENTARIA GUISSONA SA
CONLT20175300000591,"pan, bollería y repostería",INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,2289.5,2289.5,BISTUER TREMOSA CARLOS
CONLT20175300000593,carnes frescas y embutidos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,1669.36,5972.2,CORPORACION ALIMENTARIA GUISSONA SA
CONAD20171400000063,145 zb71604 infraestruc uso público zaragoza,DESARROLLO RURAL Y SOSTENIBILIDAD,Por administración,Servicios,74864.66,74864.66,SDAD ARAGONESA DE GESTION
CONAD20171600000023,"mantenimiento plagas y desinfecciones edif. ryc, 68",SANIDAD,Abierto,Servicios,135.0,135.0,DAYMAX SL
CONLT20175300000565,ultramarinos y coloniales,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,60514.24,43113.36,SUCESORES DE AGUSTIN PLA S.L.
CONLT20175300000566,congelados,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,24611.09,18714.87,DISTRIBUCIONES RODRIGO S.A.
CONLT20175300000567,embutidos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,23258.31,17967.71,DISTRIBUCIONES RODRIGO S.A.
CONAD20171600000119,sublote 2.9.cma: traumatología/cirugía mayor ambulatoria,SANIDAD,Derivado de acuerdo marco,Servicios,15461.68,11837.86,UTE CLINICA DEL PILAR LEY 18/1982
CONAD20177500000007,redacción informes y apoyo tramitación exp.energías renovables,INSTITUTO ARAGONÉS DE GESTIÓN AMBIENTAL,Por administración,Servicios,86852.05,86852.05,SDAD ARAGONESA DE GESTION
CONAD20171600000125,sublote 2.5.cma:obstetricia y ginecología/cirugía mayor ambulatoria,SANIDAD,Derivado de acuerdo marco,Servicios,39822.4,39822.4,UTE-ACTUR QUIRURGICOS
CONAD20171600000126,sublote 2.5.cma:obstetricia y ginecología/cirugía mayor ambulatoria,SANIDAD,Derivado de acuerdo marco,Servicios,50225.36,50225.36,UTE-ACTUR QUIRURGICOS
CONEX20171800000231,"dirección aragón negro, j.a. bolea fernández-pujol","EDUCACIÓN, CULTURA Y DEPORTE",Adjudicación directa,Servicios,2835.0,2835.0,BOLEA FERNANDEZ-PUJOL JUAN ANTONIO
CONEX20175200000368,realizacion de densitometrias,SERVICIO ARAGONÉS DE SALUD,Abierto,Servicios,17600.0,17050.0,"CENTRO MEDICO SEAP, SL"
CONEX20175200000369,suministro de carnes y fiambres,SERVICIO ARAGONÉS DE SALUD,Abierto,Suministros,94338.94,93565.98,CORPORACION ALIMENTARIA GUISSONA SA
CONMY20175300000736,serv atención telefónica especializada del servicio de menores,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Servicios,68062.74,59510.86,MANIPULADOS Y SERVICIOS PICARRAL SL
CONMY20177200000021,"c21/2016 aplic.informaticas gaiaa,vica y wica mantenimiento",INSTITUTO ARAGONÉS DEL AGUA,Abierto,Servicios,122690.91,120000.0,SOFTWARE GRUPO V SL
CONAD20171400000582,145 rb74008 servicio de vigilancia pn ordesa,DESARROLLO RURAL Y SOSTENIBILIDAD,Por administración,Servicios,583066.66,583066.66,SDAD ARAGONESA DE GESTION
CONAD20171500000046,suministro eléctrico en fº el católico nº 63 de 22.01.2017 21.01.2019,"ECONOMÍA, INDUSTRIA Y EMPLEO",Derivado de acuerdo marco,Suministros,11694.22,11694.22,ENDESA ENERGIA S.A.
CONAD20171500000048,suministro eléctrico c.artesanía de 22.01.2017 a 21.01.2019,"ECONOMÍA, INDUSTRIA Y EMPLEO",Derivado de acuerdo marco,Suministros,29338.84,29338.84,ENDESA ENERGIA S.A.
CONAD20171400000599,145 rb74005 servicio conservación pn ordesa,DESARROLLO RURAL Y SOSTENIBILIDAD,Por administración,Servicios,402225.05,402225.05,SDAD ARAGONESA DE GESTION
CONAD20175300000826,servicio limpieza de zonas acristaladas 2017,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Derivado de acuerdo marco,Servicios,27334.16,23299.74,ONET-SERALIA SA
CONAD20175300000827,suministro gas 2017,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Derivado de acuerdo marco,Suministros,123966.94,123966.94,GAS NATURAL COMERCIALIZADORA S
CONAD20171400000578,145 rb74002 asist.tecn.apoyo gestion operaciones 10.1 y 12.1 pdr,DESARROLLO RURAL Y SOSTENIBILIDAD,Por administración,Servicios,119999.4,119999.4,SDAD ARAGONESA DE GESTION
CONAD20175300000831,suministro de gas natural hasta agosto 2017,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Derivado de acuerdo marco,Suministros,4950.41,4950.41,ENDESA ENERGIA S.A.
CONAD20171200000134,"limpieza edificio pignatelli (pº mª agustín, 36 de zaragoza)",HACIENDA Y ADMINISTRACIÓN PÚBLICA,Derivado de acuerdo marco,Servicios,634018.88,525715.68,LACERA SERVICIOS Y MANTENIMIENTO SA
CONMY20177400000016,servicio de comedor 2017-2019,CENTRO DE INVESTIGACIÓN Y TECNOLOGÍA AGROALIMENTAR,Negociado,Servicios,65909.09,65909.09,MEDITERRANEA DE CATERING S.L.
CONAD20175300000415,suministro energía eléctrica 2017-2019,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Derivado de acuerdo marco,Suministros,53719.01,53719.01,ENDESA ENERGIA S.A.
CONMY20175300000597,gestión de estancias diurnas c.d. fraga 2017,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Servicios,110548.0,109200.0,ARALIA SERVICIOS SOCIOSANITARIOS SA
CONAD20175300000317,servicio de vigilancia de la sección de menores,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Derivado de acuerdo marco,Servicios,24005.1,3114.3,GARDA SERVICIOS DE SEGURIDAD S.A.
CONAD20171600000032,"mantenimiento calefacción ramón y cajal, 68",SANIDAD,Abierto,Servicios,1338.0,1338.0,LOPEZ TORCAL MARIA VICTORIA
CONAD20171600000050,procedimientos de interrupción voluntaria del embarazo,SANIDAD,Derivado de acuerdo marco,Servicios,31104.41,31104.41,UTE-ACTUR QUIRURGICOS
CONLT20175300000622,centro asistencial calatayud,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Servicios,59040.0,43693.72,CLECE S.A.
CONLT20175300000623,hogar doz tarazona,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Servicios,59040.0,43693.72,CLECE S.A.
CONAD20171200000020,seguridad costa 20/02/17 a 31/03/17,HACIENDA Y ADMINISTRACIÓN PÚBLICA,Derivado de acuerdo marco,Servicios,5233.7,5030.09,ILUNION SEGURIDAD S.A.
CONAD20171600000110,sublote 2.6.cma:oftalmología/cirugía mayor ambulatoria,SANIDAD,Derivado de acuerdo marco,Servicios,31927.6,27480.0,CAPITOLIO SA
CONLT20175300000299,productos lavanderia y tren lavado,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,7506.17,4824.85,DISTRIBUCIONES NAVARRO-MIR S.L.
CONLT20175300000626,carne,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,27309.0,26477.9,UNION POLLEROS DE ARAGON SL
CONLT20175300000627,congelados,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,32197.0,26073.6,DISTRIBUCIONES RODRIGO S.A.
CONLT20175300000628,coloniales,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,27503.1,22271.6,SERVILINE FOODS SL
CONLT20175300000629,frutas y verduras,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,31377.0,23165.5,ALZAFRUT S.L.
CONLT20175300000630,leche,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,9600.0,6000.0,CONGELADOS ARIZA SL
CONLT20175300000631,embutidos y quesos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,5753.0,5219.0,SERVILINE FOODS SL
CONLT20175300000632,aceite,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,5260.0,5220.0,DISTRIBUCIONES RODRIGO S.A.
CONLT20175300000633,huevos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,3145.0,2732.45,CONGELADOS ARIZA SL
CONLT20175300000634,pan y bolleria,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,12415.0,12415.0,NAVARRO FRACA M CARMEN
CONAD20177500000006,"mantenimiento, desarrollo y actualización de app informáticas",INSTITUTO ARAGONÉS DE GESTIÓN AMBIENTAL,Por administración,Servicios,37030.5,37030.5,SDAD ARAGONESA DE GESTION
CONLT20175300000635,postres lacteos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,2720.0,2085.0,SERVILINE FOODS SL
CONAD20171600000051,procedimientos demora quirúrgica - c. general cma,SANIDAD,Derivado de acuerdo marco,Servicios,14513.7,12439.92,UTE CLINICA DEL PILAR LEY 18/1982
CONAD20171600000055,procedimientos demora quirúrgica - c. general con hospit.,SANIDAD,Derivado de acuerdo marco,Servicios,95569.7,63700.0,"CLINICA MONTPELLIER GRUPO HLA, SAU"
CONAD20171600000056,procedimientos demora quirúrgica,SANIDAD,Derivado de acuerdo marco,Servicios,90918.4,66000.0,"CLINICA MONTPELLIER GRUPO HLA, SAU"
CONAD20171600000057,procedimientos demora quirúrgica,SANIDAD,Derivado de acuerdo marco,Servicios,511597.35,344250.0,IDCQ HOSPITALES Y SANIDAD S.L.U.
CONAD20171600000018,limpieza usp la almunia,SANIDAD,Abierto,Servicios,2463.8,2463.8,LIMPIEZA ACONDIC RESTAURAC EDI
CONLT20175300000637,productos y materiales de limpieza,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,23234.0,16907.39,DISTRIBUCIONES NAVARRO-MIR S.L.
CONLT20175300000638,productos de lavanderia,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,10252.0,5970.2,DISTRIBUCIONES NAVARRO-MIR S.L.
CONLT20175300000311,productos cárnicos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,18409.1,16899.6,ELABORADOS LAS TORRES S.A.
CONLT20175300000312,productos congelados,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,9340.0,6941.1,DISTRIBUCIONES RODRIGO S.A.
CONLT20175300000010,conservas,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,2906.5,2775.3,COMERCIAL ARAGONES DE PRODUCTO
CONLT20175300000011,derivados lacteos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,2045.1,1744.75,COMERCIAL ARAGONES DE PRODUCTO
CONLT20175300000012,leche,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,3557.5,2948.5,VICENTE VALERA E HIJOS S.L.
CONLT20175300000013,aceite,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,4266.0,3911.0,CONGELADOS UTRILLAS SA
CONLT20175300000014,pan y reposteria,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,7748.92,7109.2,MILIAN JOSA EUGENIO
CONLT20175300000015,postres lacteos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,4040.0,2545.2,COLONIALES BARBED S.A.
CONLT20175300000016,frutas y verduras,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,14827.6,14223.85,GIFRUTA S.L.
CONAD20175500000010,limpieza r.j. ramón y cajal 2017,INSTITUTO ARAGONÉS DE LA JUVENTUD,Derivado de acuerdo marco,Servicios,9099.81,9099.81,LIMPIEZA ACONDIC RESTAURAC EDI
CONAD20171600000059,procedimientos quirurgicos - ives- sector teruel,SANIDAD,Derivado de acuerdo marco,Servicios,24766.39,24766.39,UTE-ACTUR QUIRURGICOS
CONAD20171600000071,procedimientos quirurgicos,SANIDAD,Derivado de acuerdo marco,Servicios,69290.08,48396.0,CLINICA MONTECANAL SL
CONAD20171000000074,ampliación del caudal de comunicaciones de la red capilar sedes judiciales,PRESIDENCIA,Por administración,Servicios,5631.6,5631.6,ARAGONESA DE SERVICIOS TELEMATICOS
CONLT20175300000249,productos cárnicos y embutidos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,28565.82,26215.46,ELABORADOS LAS TORRES S.A.
CONLT20175300000250,comestibles 2017,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,26276.32,24021.46,CARLOS BERMEJO S.L.
CONLT20175300000251,pescado congelado,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,12279.22,11050.77,CARLOS BERMEJO S.L.
CONLT20175300000252,productos congelados,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,4834.8,4724.35,CARLOS BERMEJO S.L.
CONAD20171600000048,procedimientos de interrupción voluntaria del embarazo,SANIDAD,Derivado de acuerdo marco,Servicios,52624.7,52624.7,UTE-ACTUR QUIRURGICOS
CONAD20171600000072,procedimientos quirurgicos,SANIDAD,Derivado de acuerdo marco,Servicios,70420.27,45945.0,CLINICA MONTECANAL SL
CONAD20171600000076,procedimientos quirurgicos,SANIDAD,Derivado de acuerdo marco,Servicios,13260.5,9154.0,CLINICA MONTECANAL SL
CONAD20177500000004,redacción informes y apoyo tramitación exp.biodiversidad,INSTITUTO ARAGONÉS DE GESTIÓN AMBIENTAL,Por administración,Servicios,99967.25,99967.25,SDAD ARAGONESA DE GESTION
CONAD20171800000070,vigilancia iaacc del 1 de marzo al 27 de abril de 2017,"EDUCACIÓN, CULTURA Y DEPORTE",Derivado de acuerdo marco,Servicios,28538.88,28538.88,EULEN SEGURIDAD S.A.
CONAD20171600000094,sillas oficina sp sanidad,SANIDAD,Derivado de acuerdo marco,Suministros,636.0,636.0,BALLAROL OFICINAS S.L.L.
CONAD20171300000024,obras de emerg. arreglo estruc. en a-1506 - t.m. fombuena,"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA",Negociado,Obras,33057.85,33057.85,IDECON S.A.U.
CONLT20175300000568,productos cárnicos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,62951.6,47366.25,UNION POLLEROS DE ARAGON SL
CONLT20175300000569,pescado fresco,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,27899.9,19710.0,CAÑETE BELLE LUIS
CONLT20175300000570,pan,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,14324.9,10706.67,TAHONA GOYESCA SL
CONLT20175300000571,leche y yogures,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,12925.98,9974.66,SUCESORES DE AGUSTIN PLA S.L.
CONLT20175300000572,frutas y verduras,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,32093.1,21758.23,ALZAFRUT S.L.
CONAD20171000000059,plan especial protección civil inundaciones,PRESIDENCIA,Por administración,Servicios,49974.23,49974.23,TECNOLOGIAS Y SERVICIOS AGRARIOS SA
CONAD20175100000026,suministro gasóleo de calefacción centro de formación de huesca,INSTITUTO ARAGONÉS DE EMPLEO,Derivado de acuerdo marco,Suministros,11125.66,11125.66,REPSOL COMERCIAL DE PRODUCTOS
CONLT20175300000617,hogar doz de tarazona,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Servicios,793159.6,678356.48,ARAMARK SERVICIOS DE CATERING SL
CONLT20175300000303,productos ultramarinos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,16627.03,13753.71,CARLOS BERMEJO S.L.
CONLT20175300000304,productos lácteos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,11484.8,9926.09,NALICO S.L.
CONLT20175300000305,productos cárnicos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,37253.82,34355.3,ELABORADOS LAS TORRES S.A.
CONLT20175300000306,productos congelados,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,21818.83,17073.98,DISTRIBUCIONES RODRIGO S.A.
CONLT20175300000307,bebidas,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,10366.4,7988.85,YUS BELENGUER SL
CONLT20175300000308,pan y repostería,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,17615.21,14865.21,JIMENEZ MIGUEL LORENZO
CONLT20175300000309,frutas y verduras,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,11651.28,10889.42,GIFRUTA S.L.
CONLT20175300000783,productos carnicos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,30611.25,28033.25,DON JATE S.A.
CONLT20175300000784,productos congelados,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,24394.2,19802.15,DISTRIBUCIONES RODRIGO S.A.
CONLT20175300000785,pan y derivados,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,11605.25,10833.0,PANADERIA FORMICHE ALTO S.L.
CONLT20175300000786,productos lacteos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,28206.7,20850.15,NALICO S.L.
CONLT20175300000787,ultramarinos,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,31033.78,22877.13,DON JATE S.A.
CONLT20175300000788,frutas y verduras,INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES,Abierto,Suministros,23760.5,21919.5,DON JATE S.A.
CONAD20171400000062,145 hb72001 senderos y accesos guara,DESARROLLO RURAL Y SOSTENIBILIDAD,Por administración,Servicios,411381.12,411381.12,SDAD ARAGONESA DE GESTION
CONAD20171600000046,procedimientos interrupción voluntaria del embarazo,SANIDAD,Derivado de acuerdo marco,Servicios,264540.76,264540.76,UTE-ACTUR QUIRURGICOS
CONAD20171000000043,servicio de limpieza sedes jud.huesca 2017-2018,PRESIDENCIA,Derivado de acuerdo marco,Servicios,249709.48,231412.82,FERROSER SERVICIOS AUXILIARES S.A.
CONEX20175200000468,papel plastico para empaquetado de ropa limpia maquina super,SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,48750.0,48000.0,"APLAST, S.A."
CONEX20175200000414,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,963.95,963.95,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000415,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,3815.93,3815.93,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000425,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,1108.6,1108.6,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000426,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,977.01,977.01,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000431,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,705.16,705.15,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000432,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,937.77,937.76,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200000498,suministro energia electrica,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,1919720.92,1919719.74,ENDESA ENERGIA S.A.
CONEX20175200000117,hosteleria/cocina - leche y productos lácteos,SERVICIO ARAGONÉS DE SALUD,Negociado,Suministros,48441.9,48441.9,KAIKU KM0 S.L.
CONEX20175200000286,suministro de energía eléctrica baja y media tensión,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,820776.82,820776.79,ENDESA ENERGIA S.A.
CONEX20175200000290,limpieza del hospital ernest lluch de calatayud,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,141927.5,141927.5,VALORIZA FACILITIES S.A.U.
CONEX20175200000292,servicio de gestión de residuos para sector de calatayud,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,58143.81,58143.8,SRCL CONSENUR CEE SA
CONEX20175200000437,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,860.46,860.46,REPSOL COMERCIAL DE PRODUCTOS
CONEX20175200001343,mantenimiento acelerador lineal primus,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,68000.0,68000.0,"SIEMENS HEALTHCARE, S.L."
CONEX20175200000258,servicio de lavandería de ejea y tarazona,SERVICIO ARAGONÉS DE SALUD,Abierto,Servicios,49586.62,48107.68,EL CIERZO Y LA RETAMA SL
CONEX20175200000261,servicio de manten. de equipos electromed. gral. electric,SERVICIO ARAGONÉS DE SALUD,Abierto,Servicios,65604.13,58882.0,CEDYT SISTEMAS DIAGNOSTICOS SL
CONEX20175200000262,servicio mantenimiento equipo litotricia marca dornier,SERVICIO ARAGONÉS DE SALUD,Negociado,Servicios,90000.0,90000.0,DORNIER MEDTECH ESPAÑA S.L.
CONEX20175200000438,gasoleo calefaccion,SERVICIO ARAGONÉS DE SALUD,Contratación centralizada,Suministros,9557.02,9556.83,REPSOL COMERCIAL DE PRODUCTOS
