"Obj";"Organo";"Procedimiento de adjudicación";"Tipo de contrato";"Importe de licitación";"Importe de adjudicación";"Instrumento de publicación";"Número de licitadores";"Identidad del adjudicatario";"Ejercicio";"Código Expediente";"M"
"PRENDAS DE TRABAJO GUARDERÍA INFANTIL N.S CARMEN";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"1.189,23";"1.189,23";"https://servicios.aragon.es/pcon/pcon-public/";"";"EL CORTE INGLES
S.A.";"2017";"CONAD20171800000266";""
"PRENDAS DE TRABAJO GUARDERÍA INFANTIL N.S. CARMEN";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"11,36";"11,36";"https://servicios.aragon.es/pcon/pcon-public/";"";"CONFECCIONES OROEL S.A.";"2017";"CONAD20171800000267";""
"COMPRA PRENDAS DE TRABAJO GUARDERÍA INFANTIL LA PAZ";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"129,20";"129,20";"https://servicios.aragon.es/pcon/pcon-public/";"";"INSERCION Y TRABAJO
SL";"2017";"CONAD20171800000291";""
"BOLSA DE HORAS PROYECTO DATA WAREHOUSE PARA I.A.ESTADÍSTICA";"ECONOMÍA, INDUSTRIA Y EMPLEO";"Por administración";"Servicios";"12.319,01";"12.319,01";"https://servicios.aragon.es/pcon/pcon-public/";"";"ARAGONESA DE SERVICIOS
TELEMATICOS";"2017";"CONAD20171500000013";""
"SERVICIO DE VIGILANCIA Y SEGURIDAD ÓRGANOS JUDICIALES DE ARAGÓN";"PRESIDENCIA";"Derivado de acuerdo marco";"Servicios";"2.501.860,64";"2.483.761,36";"https://servicios.aragon.es/pcon/pcon-public/";"";"CIA VIGILANCIA ARAGONESA
S.L.";"2017";"CONAD20171000000091";""
"COMPRA PRENDAS DE TRABAJO GUARDERÍA INFANTIL LA PAZ";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"370,90";"370,90";"https://servicios.aragon.es/pcon/pcon-public/";"";"ANATOMICOS MADRID
S.L.";"2017";"CONAD20171800000292";""
"D.O. PROY. OBRAS C.P. TORRES DE BARBUES H170001";"DESARROLLO RURAL Y SOSTENIBILIDAD";"Por administración";"Servicios";"14.991,48";"14.991,48";"https://servicios.aragon.es/pcon/pcon-public/";"";"SDAD ARAGONESA DE
GESTION";"2017";"CONAD20171400000053";""
"SEGURIDAD ARCHIVO Hº PROVINCIAL HUESCA 2017 (2)";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Servicios";"15.091,04";"15.091,04";"https://servicios.aragon.es/pcon/pcon-public/";"";"CIA VIGILANCIA ARAGONESA
S.L.";"2017";"CONAD20171800000096";""
"SEGURIDAD MUSEO HUESCA 2017 (2)";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Servicios";"22.630,96";"22.630,96";"https://servicios.aragon.es/pcon/pcon-public/";"";"CIA VIGILANCIA ARAGONESA S.L.";"2017";"CONAD20171800000097";""
"TF 73369 SANIDAD FORESTAL EN TERUEL";"DESARROLLO RURAL Y SOSTENIBILIDAD";"Por administración";"Servicios";"41.897,32";"41.897,32";"https://servicios.aragon.es/pcon/pcon-public/";"";"SDAD ARAGONESA DE GESTION";"2017";"CONAD20171400000021";""
"ENCARGO SEGURIDAD Y SALUD OBRAS 2017 A170003";"DESARROLLO RURAL Y SOSTENIBILIDAD";"Por administración";"Servicios";"62.720,89";"62.720,89";"https://servicios.aragon.es/pcon/pcon-public/";"";"SDAD ARAGONESA DE
GESTION";"2017";"CONAD20171400000058";""
"146 RB74011 CATÁLOGO ESPECIES AMENAZADAS";"DESARROLLO RURAL Y SOSTENIBILIDAD";"Por administración";"Servicios";"293.974,06";"293.974,06";"https://servicios.aragon.es/pcon/pcon-public/";"";"SDAD ARAGONESA DE GESTION";"2017";"CONAD20171400000067";""
"SUMINISTRO SILLA DE TRABAJO O.E. HUESCA";"INSTITUTO ARAGONÉS DE EMPLEO";"Derivado de acuerdo marco";"Suministros";"452,10";"300,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"EL CORTE INGLES S.A.";"2017";"CONAD20175100000061";""
"145 RB74019. EDUC AMBIENTAL EN C INTERPRETACIÓN NATURALEZA ARAGÓN";"DESARROLLO RURAL Y SOSTENIBILIDAD";"Por administración";"Servicios";"569.635,16";"569.635,16";"https://servicios.aragon.es/pcon/pcon-public/";"";"SDAD ARAGONESA DE
GESTION";"2017";"CONAD20171400000033";""
"145 RB74006. PLANES DE GESTIÓN ENP ARAGÓN";"DESARROLLO RURAL Y SOSTENIBILIDAD";"Por administración";"Servicios";"259.822,35";"259.822,35";"https://servicios.aragon.es/pcon/pcon-public/";"";"SDAD ARAGONESA DE GESTION";"2017";"CONAD20171400000034";""
"Suministro tablón anuncios corcho para CPFIP Movera";"INSTITUTO ARAGONÉS DE EMPLEO";"Derivado de acuerdo marco";"Suministros";"230,20";"49,32";"https://servicios.aragon.es/pcon/pcon-public/";"";"TORRES EQUIPAMIENTOS DE
OFICINAS";"2017";"CONAD20175100000135";""
"IMPULSO PROGRAMAS "INDUSTRIA EN LÍNEA"Y "SERVICIOS INFORMORMACIÓN INDUST"";"ECONOMÍA, INDUSTRIA Y EMPLEO";"Negociado";"Servicios";"52.066,11";"49.500,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"EUROHELP CONSULTING
S.L.";"2017";"CONMY20171500000003";""
"INSTALACION SISTEMA VIDEOCONFERENCIA SALA GOYA 2";"DESARROLLO RURAL Y SOSTENIBILIDAD";"Por administración";"Servicios";"9.135,50";"9.135,50";"https://servicios.aragon.es/pcon/pcon-public/";"";"ARAGONESA DE SERVICIOS
TELEMATICOS";"2017";"CONAD20171400000066";""
"SERV. NOTICIAS PRESTADO POR ARAGÓN PRES";"PRESIDENCIA";"Negociado";"Servicios";"198.347,11";"198.347,11";"https://servicios.aragon.es/pcon/pcon-public/";"";"AGENCIA ARAGONESA DE NOTICIAS S.L.";"2017";"CONMY20171000000019";""
"FRUTAS Y VERDURAS 2º CUATRIMESTRE";"INSTITUTO ARAGONÉS DE SERVICIOS SOCIALES";"Abierto";"Suministros";"4.418,95";"4.129,85";"https://servicios.aragon.es/pcon/pcon-public/";"";"FRUTAS HEMANOS YAGÜE MUÑOZ SL";"2017";"CONLT20175300000256";""
"OBRAS MODIFICACIÓN DE INSTALACIONES BAJA TENSIÓN EDIFICIO CERVANTES HUESCA";"HACIENDA Y ADMINISTRACIÓN PÚBLICA";"Abierto";"Obras";"66.619,61";"51.000,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"ELECTRICIDAD FERYSAN
S.A.";"2017";"CONMY20171200000026";""
"MEDIOS VIDAS, TEMPO, ACUPROBE Y MEDIOS ESPECÍFICOS";"SANIDAD";"Abierto";"Suministros";"45.898,52";"45.898,52";"https://servicios.aragon.es/pcon/pcon-public/";"";"BIOMERIEUX ESPAÑA S.A.";"2017";"CONLT20171600000247";""
"MEDIOS CULTIVO PARA MICROBIOLOGÍA DE AGUAS Y ALIMENTOS";"SANIDAD";"Abierto";"Suministros";"45.991,30";"40.208,25";"https://servicios.aragon.es/pcon/pcon-public/";"";"INSTRULAB S.C.";"2017";"CONLT20171600000248";""
"SUMINISTRO GASOLEO GUARDERÍA DGA";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"29.090,91";"29.090,91";"https://servicios.aragon.es/pcon/pcon-public/";"";"REPSOL COMERCIAL DE PRODUCTOS";"2017";"CONAD20171800000035";""
"ADQUISICIÓN PAR DE BOTAS DE SEGURIDAD";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"92,80";"74,40";"https://servicios.aragon.es/pcon/pcon-public/";"";"EL CORTE INGLES S.A.";"2017";"CONAD20171800000213";""
"Servicio de vigilancia Biblioteca de Aragón mayo/dic. 2017";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Servicios";"41.109,60";"40.242,16";"https://servicios.aragon.es/pcon/pcon-public/";"";"ILUNION SEGURIDAD
S.A.";"2017";"CONAD20171800000259";""
"SILLAS OFICINA SP SANIDAD-04/17";"SANIDAD";"Derivado de acuerdo marco";"Suministros";"789,00";"789,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"BALLAROL OFICINAS S.L.L.";"2017";"CONAD20171600000151";""
"PRENDAS DE TRABAJO GUARDERÍA INMACULADA CONCEPCIÓN";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"995,70";"995,70";"https://servicios.aragon.es/pcon/pcon-public/";"";"EL CORTE INGLES S.A.";"2017";"CONAD20171800000260";""
"PRENDAS DE TRABAJO GUARDERÍA INFANTIL INMACULADA CONCEPCIÓN";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"381,65";"381,65";"https://servicios.aragon.es/pcon/pcon-public/";"";"ANATOMICOS MADRID
S.L.";"2017";"CONAD20171800000262";""
"SEGURIDAD ARCHIVO HISTÓRICO DE TERUEL 2017";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Servicios";"11.542,50";"11.542,50";"https://servicios.aragon.es/pcon/pcon-public/";"";"ILUNION SEGURIDAD S.A.";"2017";"CONAD20171800000536";""
"SUMINISTRO VACUNAS CALENDARIO TRAMITACIÓN EMERGENCIA";"SANIDAD";"Derivado de acuerdo marco";"Suministros";"354.000,00";"354.000,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"SANOFI AVENTIS S.A.";"2017";"CONEX20171600000171";""
"SUMINISTRO VACUNAS CALENDARIO TRAMITACIÓN EMERGENCIA";"SANIDAD";"Derivado de acuerdo marco";"Suministros";"89.680,00";"89.680,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"SANOFI AVENTIS S.A.";"2017";"CONEX20171600000171";""
"SUMINISTRO VACUNAS CALENDARIO TRAMITACIÓN EMERGENCIA";"SANIDAD";"Derivado de acuerdo marco";"Suministros";"179.400,00";"179.400,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"GLAXOSMITHKLINE, S.A.";"2017";"CONEX20171600000171";""
"SUMINISTRO VACUNAS CALENDARIO TRAMITACIÓN EMERGENCIA";"SANIDAD";"Derivado de acuerdo marco";"Suministros";"41.925,00";"41.925,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"SANOFI AVENTIS S.A.";"2017";"CONEX20171600000171";""
"SUMINISTRO VACUNAS CALENDARIO TRAMITACIÓN EMERGENCIA";"SANIDAD";"Derivado de acuerdo marco";"Suministros";"10.674,00";"10.674,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"GLAXOSMITHKLINE, S.A.";"2017";"CONEX20171600000171";""
"SUMINISTRO VACUNAS CALENDARIO TRAMITACIÓN EMERGENCIA";"SANIDAD";"Derivado de acuerdo marco";"Suministros";"49.000,00";"49.000,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"MERCK SHARP & DOHME DE ESPAÑA
S.A.";"2017";"CONEX20171600000171";""
"SUMINISTRO VACUNAS CALENDARIO TRAMITACIÓN EMERGENCIA";"SANIDAD";"Derivado de acuerdo marco";"Suministros";"117.000,00";"117.000,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"MERCK SHARP & DOHME DE ESPAÑA
S.A.";"2017";"CONEX20171600000171";""
"SUMINISTRO VACUNAS CALENDARIO TRAMITACIÓN EMERGENCIA";"SANIDAD";"Derivado de acuerdo marco";"Suministros";"173.400,00";"173.400,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"PFIZER, S.L.U.";"2017";"CONEX20171600000171";""
"SUMINISTRO VACUNAS CALENDARIO TRAMITACIÓN EMERGENCIA";"SANIDAD";"Derivado de acuerdo marco";"Suministros";"9.500,00";"9.500,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"SANOFI AVENTIS S.A.";"2017";"CONEX20171600000171";""
"SUMINISTRO DE PAN, BOLLERIA Y GALLETAS PARA LA COCINA HRV";"SERVICIO ARAGONÉS DE SALUD";"Negociado";"Suministros";"9.012,03";"8.577,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"PANIFICADORA CASTELLANA
S.A.";"2017";"CONEX20175200000848";""
"SUMINISTRO DE PAN, BOLLERIA Y GALLETAS PARA LA COCINA HRV";"SERVICIO ARAGONÉS DE SALUD";"Negociado";"Suministros";"2.481,47";"2.230,25";"https://servicios.aragon.es/pcon/pcon-public/";"";"AGUSTIN DOMINGUEZ RODRIGUEZ
SL";"2017";"CONEX20175200000848";""
"SUMINISTRO DE FIAMBRES PARA LA COCINA DEL HRV";"SERVICIO ARAGONÉS DE SALUD";"Negociado";"Suministros";"5.763,60";"5.663,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"UNION POLLEROS DE ARAGON SL";"2017";"CONEX20175200000851";""
"SUMINISTRO DE CARNES Y AVES PARA LA COCINA DEL HRV";"SERVICIO ARAGONÉS DE SALUD";"Negociado";"Suministros";"23.018,10";"21.843,10";"https://servicios.aragon.es/pcon/pcon-public/";"";"UNION POLLEROS DE ARAGON SL";"2017";"CONEX20175200000855";""
"SERVICIO DE MANTENIMIENTO DE INSTALACIONES HNSG";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Servicios";"611.570,24";"517.398,07";"https://servicios.aragon.es/pcon/pcon-public/";"";"ACCIONA FACILITY SERVICES S.A.";"2017";"CONEX20175200000859";""
"DIVERSOS REACTIVOS PARA LABORATORIO MICROBIOLOGIA";"SERVICIO ARAGONÉS DE SALUD";"Negociado";"Suministros";"57.375,00";"57.375,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"RAL TECNICA PARA EL LABORATORIO
SA";"2017";"CONEX20175200000867";""
"DIVERSOS REACTIVOS PARA LABORATORIO MICROBIOLOGIA";"SERVICIO ARAGONÉS DE SALUD";"Negociado";"Suministros";"35.240,33";"35.240,15";"https://servicios.aragon.es/pcon/pcon-public/";"";"WERFEN ESPAÑA S.A.U.";"2017";"CONEX20175200000867";""
"DIVERSOS REACTIVOS PARA LABORATORIO MICROBIOLOGIA";"SERVICIO ARAGONÉS DE SALUD";"Negociado";"Suministros";"126.163,12";"114.805,52";"https://servicios.aragon.es/pcon/pcon-public/";"";"SUMINISTROS CLINICOS LANAU SL";"2017";"CONEX20175200000867";""
"DIVERSOS REACTIVOS PARA LABORATORIO MICROBIOLOGIA";"SERVICIO ARAGONÉS DE SALUD";"Negociado";"Suministros";"54.960,57";"54.706,78";"https://servicios.aragon.es/pcon/pcon-public/";"";"THERMO FISHER DIAGNOSTICS, S.L.U.";"2017";"CONEX20175200000867";""
"TUBOS DE DRENAJE";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"10.345,50";"6.435,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"IHT MEDICAL S.A.";"2017";"CONEX20175200000683";""
"TUBOS DE DRENAJE";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"7.012,20";"4.950,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"LELEMAN S.L.";"2017";"CONEX20175200000683";""
"TUBOS DE DRENAJE";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"197.457,45";"119.464,65";"https://servicios.aragon.es/pcon/pcon-public/";"";"INTERSURGICAL ESPAÑA S.L.";"2017";"CONEX20175200000683";""
"TUBOS DE DRENAJE";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"3.150,62";"2.817,75";"https://servicios.aragon.es/pcon/pcon-public/";"";"IZASA HOSPITAL S.L.U.";"2017";"CONEX20175200000683";""
"VIGILANCIA Y SEGURIDAD";"SERVICIO ARAGONÉS DE SALUD";"Negociado";"Servicios";"127.617,55";"127.596,96";"https://servicios.aragon.es/pcon/pcon-public/";"";"CIA VIGILANCIA ARAGONESA S.L.";"2017";"CONEX20175200000756";""
"SERVICIO DE DIALISIS PERITONEAL";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Servicios";"796.901,26";"796.052,01";"https://servicios.aragon.es/pcon/pcon-public/";"";"BAXTER SL";"2017";"CONEX20175200000744";""
"VARIOS SERVICIOS MATERIAL DESECHABLE DIVERSO SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"6.801,32";"6.786,32";"https://servicios.aragon.es/pcon/pcon-public/";"";"B BRAUN MEDICAL S.A.";"2017";"CONEX20175200000747";""
"VARIOS SERVICIOS MATERIAL DESECHABLE DIVERSO SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"772,69";"772,65";"https://servicios.aragon.es/pcon/pcon-public/";"";"BARD DE ESPAÑA SA";"2017";"CONEX20175200000747";""
"VARIOS SERVICIOS MATERIAL DESECHABLE DIVERSO SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"1.184,04";"1.184,04";"https://servicios.aragon.es/pcon/pcon-public/";"";"SUMINISTROS HOSPITALARIOS SA";"2017";"CONEX20175200000747";""
"VARIOS SERVICIOS MATERIAL DESECHABLE DIVERSO SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"18.882,43";"18.277,26";"https://servicios.aragon.es/pcon/pcon-public/";"";"EL CORTE INGLES S.A.";"2017";"CONEX20175200000747";""
"VARIOS SERVICIOS MATERIAL DESECHABLE DIVERSO SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"1.349,24";"1.349,24";"https://servicios.aragon.es/pcon/pcon-public/";"";"GRAL ELECTRIC HEALTHCARE ESPAÑA
S.A";"2017";"CONEX20175200000747";""
"VARIOS SERVICIOS MATERIAL DESECHABLE DIVERSO SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"2.852,40";"2.851,45";"https://servicios.aragon.es/pcon/pcon-public/";"";"MEDTRONIC IBERICA S.A.";"2017";"CONEX20175200000747";""
"VARIOS SERVICIOS MATERIAL DESECHABLE DIVERSO SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"1.139,67";"307,10";"https://servicios.aragon.es/pcon/pcon-public/";"";"AMEVISA S.A.";"2017";"CONEX20175200000747";""
"VARIOS SERVICIOS MATERIAL DESECHABLE DIVERSO SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"1.890,40";"1.888,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"CRIVEL S.A.";"2017";"CONEX20175200000747";""
"VARIOS SERVICIOS MATERIAL DESECHABLE DIVERSO SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"13.315,79";"12.050,58";"https://servicios.aragon.es/pcon/pcon-public/";"";"BAXTER SL";"2017";"CONEX20175200000747";""
"VARIOS SERVICIOS MATERIAL DESECHABLE DIVERSO SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"1.243,00";"1.243,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"BESTMEDIC SL";"2017";"CONEX20175200000747";""
"VARIOS SERVICIOS MATERIAL DESECHABLE DIVERSO SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"1.566,65";"1.450,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"MEDICAL MIX, SL";"2017";"CONEX20175200000747";""
"VARIOS SERVICIOS MATERIAL DESECHABLE DIVERSO SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"1.300,00";"1.300,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"LINDE MEDICA S.L.U.";"2017";"CONEX20175200000747";""
"VARIOS SERVICIOS MATERIAL DESECHABLE DIVERSO SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"4.545,30";"4.473,80";"https://servicios.aragon.es/pcon/pcon-public/";"";"INTERSURGICAL ESPAÑA S.L.";"2017";"CONEX20175200000747";""
"VARIOS SERVICIOS MATERIAL DESECHABLE DIVERSO SANITARIO";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"14.600,00";"14.600,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"INIBSA HOSPITAL S.L";"2017";"CONEX20175200000747";""
"SUTURAS MECANICAS Y MATERIAL PARA LAPAROSCOPIA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"1.700,00";"1.700,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"TELEFLEX MEDICAL S.A.";"2017";"CONEX20175200000748";""
"SUTURAS MECANICAS Y MATERIAL PARA LAPAROSCOPIA";"SERVICIO ARAGONÉS DE SALUD";"Abierto";"Suministros";"5.309,92";"5.309,90";"https://servicios.aragon.es/pcon/pcon-public/";"";"PRIM S.A.";"2017";"CONEX20175200000748";""
"S4/2017 REDACCION PROYECTO MEJORA REGULAC RED ABAZTEC FUEVA";"INSTITUTO ARAGONÉS DEL AGUA";"Por administración";"Servicios";"39.747,98";"39.747,98";"https://servicios.aragon.es/pcon/pcon-public/";"";"SDAD ARAGONESA DE
GESTION";"2017";"CONAD20177200000018";""
"Adecuación aulas 2017: adquisición de 10 pantallas de proyección";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"2.608,40";"590,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"C.L.D.
SL";"2017";"CONAD20171800000511";""
"EQUIPO MULTIFUNCION";"DESARROLLO RURAL Y SOSTENIBILIDAD";"Derivado de acuerdo marco";"Suministros";"3.653,00";"3.653,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"SOLITIUM S.L.";"2017";"CONAD20171400000309";""
"ELEMENTOS INSTITUCIONALES CENTROS SECUNDARIA";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"208,00";"208,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"EL SECRETARIO S.L.";"2017";"CONAD20171800000634";""
"VACUNA PENTAVALENTE";"SANIDAD";"Negociado";"Suministros";"179.360,00";"179.360,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"SANOFI AVENTIS S.A.";"2017";"CONLT20171600000219";""
"VACUNA FRENTE A DIFTERIA, TÉTANOS, TOSFERINA ACELULAR DE CONTENIDO ANTIGÉNI";"SANIDAD";"Negociado";"Suministros";"418.600,00";"418.600,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"GLAXOSMITHKLINE, S.A.";"2017";"CONLT20171600000220";""
"DGD SUMINISTRO HOMOLO PIZARRA";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"101,73";"101,73";"https://servicios.aragon.es/pcon/pcon-public/";"";"TORRES EQUIPAMIENTOS DE OFICINAS";"2017";"CONAD20171800000773";""
"BANQUETAS Y TABURETES Centros Infantil y Primaria";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"880,00";"632,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"IMASOTO S.A.";"2017";"CONAD20171800000603";""
"ELEMENTOS INSTITUCIONALES Centros Infantil y Primaria";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"715,00";"715,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"EL SECRETARIO
S.L.";"2017";"CONAD20171800000604";""
"REDACCIÓN Y ELABORACIÓN PGS OLBA";"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA";"Derivado de acuerdo marco";"Servicios";"25.952,00";"25.952,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"FERNANDEZ VAZQUEZ
ARANZAZU";"2017";"CONAD20171300000181";""
"PRENDAS DE TRABAJO GUARDAS MONUMENTOS S.PROV. HUESCA";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"203,85";"203,85";"https://servicios.aragon.es/pcon/pcon-public/";"";"PROLAFRI SL";"2017";"CONAD20171800000579";""
"VACUNA FRENTE A HAEMOPHILUS INFLUENZAE TIPO B CONJUGADA";"SANIDAD";"Negociado";"Suministros";"3.845,00";"3.845,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"GLAXOSMITHKLINE, S.A.";"2017";"CONLT20171600000221";""
"VACUNA FRENTE A HEPATITIS A PARA EDAD PEDIÁTRICA";"SANIDAD";"Negociado";"Suministros";"58.300,00";"58.300,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"GLAXOSMITHKLINE, S.A.";"2017";"CONLT20171600000223";""
"VACUNA CONJUGADA FRENTE A MENINGOCOCO C";"SANIDAD";"Negociado";"Suministros";"375.700,00";"375.700,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"PFIZER, S.L.U.";"2017";"CONLT20171600000227";""
"VACUNA VIRUS DEL PAPILOMA HUMANO";"SANIDAD";"Negociado";"Suministros";"583.200,00";"583.200,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"GLAXOSMITHKLINE, S.A.";"2017";"CONLT20171600000228";""
"REDACCIÓN Y ELABORACIÓN PGS MALUENDA";"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA";"Derivado de acuerdo marco";"Servicios";"25.952,00";"25.952,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"FERNANDEZ VAZQUEZ
ARANZAZU";"2017";"CONAD20171300000171";""
"REDACCIÓN Y ELABORACIÓN PGS PARACUELLOS DE JILOCA";"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA";"Derivado de acuerdo marco";"Servicios";"24.800,00";"24.800,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"CALIDAD Y ESTUDIOS ASESORIA
SL";"2017";"CONAD20171300000176";""
"REDACCIÓN Y ELABORACIÓN PGS PEÑARROYA DE TASTAVINS";"VERTEBRACIÓN DEL TERRITORIO, MOVILIDAD Y VIVIENDA";"Derivado de acuerdo marco";"Servicios";"24.200,00";"24.200,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"PERFIL 7 ESTUDIO INGENIERIA,
S.L.";"2017";"CONAD20171300000179";""
"146 RB74088 TRABAJOS PROYECTOS POCTEFA: HABIOS Y ECOGYP 2017";"DESARROLLO RURAL Y SOSTENIBILIDAD";"Por administración";"Servicios";"70.772,01";"70.772,01";"https://servicios.aragon.es/pcon/pcon-public/";"";"SDAD ARAGONESA DE
GESTION";"2017";"CONAD20171400000370";""
"DGD SUMINISTRO HOMOLOGADO ARCHIVADOR";"EDUCACIÓN, CULTURA Y DEPORTE";"Derivado de acuerdo marco";"Suministros";"180,20";"180,20";"https://servicios.aragon.es/pcon/pcon-public/";"";"TORRES EQUIPAMIENTOS DE OFICINAS";"2017";"CONAD20171800000772";""
"PROTESIS DE RODILLA PTR ALTA FLEXION POSTEROESTABILIZADA";"SERVICIO ARAGONÉS DE SALUD";"Negociado";"Suministros";"350.000,00";"350.000,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"JOHNSON & JOHNSON S.A.";"2017";"CONEX20175200000868";""
"DIVERSO MATERIAL CORONARIO PARA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Negociado";"Suministros";"13.774,00";"13.774,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"ABBOTT LABORATORIES S.A.";"2017";"CONEX20175200000869";""
"DIVERSO MATERIAL CORONARIO PARA HEMODINAMICA";"SERVICIO ARAGONÉS DE SALUD";"Negociado";"Suministros";"247.070,00";"247.070,00";"https://servicios.aragon.es/pcon/pcon-public/";"";"MEDTRONIC IBERICA S.A.";"2017";"CONEX20175200000869";""
