Producto,ProductURI,Tipo,NIF,Adjudicatario,OrganizationURI,Fecha,Cantidad Pedido,Cantidad Recibido,Cantidad Pendiente,Importe del Pedido,Importe Pagado,Importe Pendiente,VAT
Termó/sensor reg.dat,Termó/sensor_reg_dat,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,2088,2088,0,17559,17559,0,21
Tubos admón.O2,Tubos_admón_O2,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,850,850,0,3043,3043,0,21
Tubos admón.O2,Tubos_admón_O2,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,50,50,0,517,517,0,21
Tubos admón.O2,Tubos_admón_O2,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,75,75,0,635,635,0,21
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,20,20,0,82,82,0,21
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,490,490,0,386,386,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,40,40,0,32,32,0,21
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,240,240,0,189,189,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,10,10,0,8,8,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,10,10,0,41,41,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,40,40,0,32,32,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,240,240,0,189,189,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,100,100,0,79,79,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,100,100,0,2189,2189,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,10,10,0,219,219,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,10,10,0,219,219,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,10,10,0,219,219,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,20,20,0,16,16,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,50,50,0,206,206,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,60,60,0,248,248,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,10,10,0,181,181,0,0
Tubos traqueales,Tubos_traqueales,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,10,10,0,181,181,0,0
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,1500,1500,0,1815,1815,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,150,150,0,1240,1240,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,1260,1260,0,4421,4421,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,20,20,0,302,302,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,300,300,0,388,388,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,350,350,0,452,452,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,A28389484,"MEDTRONIC IBERICA, S.A.",MEDTRONIC_IBERICA_SA,2020-03-17T00:00:00Z,1150,1150,0,1486,1486,0,21
SOLUCION HIDROALCOHOLICA (biocida y cosmetica),SOLUCION_HIDROALCOHOLICA_(biocida_y_cosmetica),SUMINISTRO,A30014047,"AROM, S.A.",AROM_SA,2020-03-17T00:00:00Z,11760,11760,0,32301,32301,0,21
Inst.des.general,Inst_des_general,SUMINISTRO,A48464788,A.J.L. OPHTHALMIC  S.A.,AJL_OPHTHALMIC__SA,2020-03-17T00:00:00Z,18,18,0,1002,1002,0,0
Jab/complementos HP,Jab/complementos_HP,SUMINISTRO,A59077941,"IHT MEDICAL, S.A.",IHT_MEDICAL_SA,2020-03-17T00:00:00Z,2250,2250,0,238,238,0,21
CALZAS,CALZAS,SUMINISTRO,A78198017,"CRAMBO, S.A.",CRAMBO_SA,2020-03-17T00:00:00Z,50000,50000,0,58500,58500,0,0
MASCARILLA PROTECCION FFP2,MASCARILLA_PROTECCION_FFP2,SUMINISTRO,A78198017,"CRAMBO, S.A.",CRAMBO_SA,2020-03-17T00:00:00Z,20000,20000,0,111078,111078,0,21
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR",MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR,SUMINISTRO,A78198017,"CRAMBO, S.A.",CRAMBO_SA,2020-03-17T00:00:00Z,500000,500000,0,393250,393250,0,21
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A79348009,"CONFECCIONES ANADE, S.A.",CONFECCIONES_ANADE_SA,2020-03-17T00:00:00Z,4000,4000,0,1156,1156,0,21
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A79348009,"CONFECCIONES ANADE, S.A.",CONFECCIONES_ANADE_SA,2020-03-17T00:00:00Z,4000,4000,0,1156,1156,0,21
"GUANTES DE NITRILO, CON Y SIN POLVO",GUANTES_DE_NITRILO__CON_Y_SIN_POLVO,SUMINISTRO,A79348009,"CONFECCIONES ANADE, S.A.",CONFECCIONES_ANADE_SA,2020-03-17T00:00:00Z,2000,2000,0,578,578,0,21
HISOPOS,HISOPOS,SUMINISTRO,B03362621,"AKRALAB, S.L.",AKRALAB_SL,2020-03-17T00:00:00Z,5000,5000,0,5150,5150,0,21
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,B06232094,"INSANEX, S. L.",INSANEX_S_L,2020-03-17T00:00:00Z,20,20,0,322,322,0,21
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,B06232094,"INSANEX, S. L.",INSANEX_S_L,2020-03-17T00:00:00Z,20,20,0,651,651,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B06232094,"INSANEX, S. L.",INSANEX_S_L,2020-03-17T00:00:00Z,40,40,0,543,543,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B08438731,"IZASA HOSPITAL, S.L.U",IZASA_HOSPITAL_SLU,2020-03-17T00:00:00Z,1300,1300,0,1258,1258,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B08438731,"IZASA HOSPITAL, S.L.U",IZASA_HOSPITAL_SLU,2020-03-17T00:00:00Z,100,100,0,133,133,0,21
OTROS,OTROS,SUMINISTRO,B11270097,BENITEZ PAUBLETE S.L.,BENITEZ_PAUBLETE_SL,2020-03-17T00:00:00Z,2500,2500,0,1150,1150,0,21
DESINFECTANTE TOALLITAS,DESINFECTANTE_TOALLITAS,SUMINISTRO,B12985057,"THE NONWOVENS PROJECT, S.L.",THE_NONWOVENS_PROJECT_SL,2020-03-17T00:00:00Z,64800,64800,0,9001,9001,0,21
DESINFECTANTE TOALLITAS,DESINFECTANTE_TOALLITAS,SUMINISTRO,B12985057,"THE NONWOVENS PROJECT, S.L.",THE_NONWOVENS_PROJECT_SL,2020-03-17T00:00:00Z,185200,185200,0,25726,25726,0,0
TERMOMETROS,TERMOMETROS,SUMINISTRO,B15031545,"COMEDIC, S.L.",COMEDIC_SL,2020-03-17T00:00:00Z,90,90,0,5205,5205,0,21
TERMOMETROS,TERMOMETROS,SUMINISTRO,B15031545,"COMEDIC, S.L.",COMEDIC_SL,2020-03-17T00:00:00Z,110,110,0,5257,5257,0,0
ALCOHOL,ALCOHOL,SUMINISTRO,B30389282,"BENITO PARRAGA, S.L.",BENITO_PARRAGA_SL,2020-03-17T00:00:00Z,108,108,0,160,160,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-03-17T00:00:00Z,20,20,0,42,42,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-03-17T00:00:00Z,20,20,0,714,714,0,0
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-03-17T00:00:00Z,20,20,0,823,823,0,0
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-03-17T00:00:00Z,30,30,0,1369,1369,0,0
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-03-17T00:00:00Z,100,100,0,4562,4562,0,0
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-03-17T00:00:00Z,200,200,0,370,370,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-03-17T00:00:00Z,400,400,0,741,741,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B46149555,"DEXTRO MEDICA, S.L.",DEXTRO_MEDICA_SL,2020-03-17T00:00:00Z,60,60,0,2810,2810,0,0
DESINFECTANTE TOALLITAS,DESINFECTANTE_TOALLITAS,SUMINISTRO,B48910756,"VESISMIN, S.L.",VESISMIN_SL,2020-03-17T00:00:00Z,80000,80000,0,8131,8131,0,0
Toall/esp.desechable,Toall/esp_desechable,SUMINISTRO,B48910756,"VESISMIN, S.L.",VESISMIN_SL,2020-03-17T00:00:00Z,60000,60000,0,3303,3303,0,0
Toall/esp.desechable,Toall/esp_desechable,SUMINISTRO,B48910756,"VESISMIN, S.L.",VESISMIN_SL,2020-03-17T00:00:00Z,162000,162000,0,8919,8919,0,0
CAMAS ARTICULADAS ELECTRICAS,CAMAS_ARTICULADAS_ELECTRICAS,SUMINISTRO,B50057322,"INDUSTRIAS HIDRAULICAS PARDO, S.L.",INDUSTRIAS_HIDRAULICAS_PARDO_SL,2020-03-17T00:00:00Z,40,40,0,81699,81699,0,21
COLCHONES CAMA,COLCHONES_CAMA,SUMINISTRO,B50057322,"INDUSTRIAS HIDRAULICAS PARDO, S.L.",INDUSTRIAS_HIDRAULICAS_PARDO_SL,2020-03-17T00:00:00Z,40,40,0,5034,5034,0,21
HISOPOS,HISOPOS,SUMINISTRO,B58786096,"NIRCO,S L",NIRCOS_L,2020-03-17T00:00:00Z,10000,10000,0,22022,22022,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B59078071,"HOSPITAL HISPANIA, SL.",HOSPITAL_HISPANIA_SL,2020-03-17T00:00:00Z,50,50,0,2046,2046,0,21
MESITA,MESITA,SUMINISTRO,B60805769,"SIEMENS HEALTHCARE,  S.L.U.",SIEMENS_HEALTHCARE__SLU,2020-03-17T00:00:00Z,40,40,0,13721,13721,0,21
SILLON GIRATORIO CON RUEDAS,SILLON_GIRATORIO_CON_RUEDAS,SUMINISTRO,B60805769,"SIEMENS HEALTHCARE,  S.L.U.",SIEMENS_HEALTHCARE__SLU,2020-03-17T00:00:00Z,40,40,0,37861,37861,0,21
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B61053922,"KEYLAB MEDICAL, S.L.",KEYLAB_MEDICAL_SL,2020-03-17T00:00:00Z,70,70,0,1270,1270,0,0
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B61053922,"KEYLAB MEDICAL, S.L.",KEYLAB_MEDICAL_SL,2020-03-17T00:00:00Z,500,500,0,9075,9075,0,0
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B61053922,"KEYLAB MEDICAL, S.L.",KEYLAB_MEDICAL_SL,2020-03-17T00:00:00Z,500,500,0,7500,7500,0,0
Apósitos no activos,Apósitos_no_activos,SUMINISTRO,B61787057,"ALFASIGMA ESPAÑA, S.L.",ALFASIGMA_ESPAÑA_SL,2020-03-17T00:00:00Z,3340,3340,0,6136,6136,0,10
Conector/adaptador,Conector/adaptador,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-17T00:00:00Z,130,130,0,8809,8809,0,21
Conector/adaptador,Conector/adaptador,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-17T00:00:00Z,14,14,0,949,949,0,21
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-17T00:00:00Z,10,10,0,284,284,0,21
HUMIDIFICADOR,HUMIDIFICADOR,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-17T00:00:00Z,1,1,0,5808,5808,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-17T00:00:00Z,100,100,0,2904,2904,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-17T00:00:00Z,10,10,0,678,678,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-17T00:00:00Z,80,80,0,2323,2323,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-17T00:00:00Z,40,40,0,2710,2710,0,0
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B73182586,"MARCOM MEDICA, S.L.",MARCOM_MEDICA_SL,2020-03-17T00:00:00Z,60,60,0,1440,1440,0,0
Licencias Ciitrix,Licencias_Ciitrix,SUMINISTRO,B73526360,INFORGES S. L.,INFORGES_S_L,2020-03-17T00:00:00Z,380,380,0,46482,46482,0,21
Mantenimiento Licencias Citrix,Mantenimiento_Licencias_Citrix,SUMINISTRO,B73526360,INFORGES S. L.,INFORGES_S_L,2020-03-17T00:00:00Z,380,380,0,13425,13425,0,21
MASCARILLA PROTECCION FFP2,MASCARILLA_PROTECCION_FFP2,SUMINISTRO,B73777583,"NOVO HERMALEV, S.L.",NOVO_HERMALEV_SL,2020-03-17T00:00:00Z,30000,30000,0,107700,107700,0,21
MASCARILLA PROTECCION FFP2,MASCARILLA_PROTECCION_FFP2,SUMINISTRO,B73777583,"NOVO HERMALEV, S.L.",NOVO_HERMALEV_SL,2020-03-17T00:00:00Z,70000,70000,0,251300,251300,0,0
BATA AISLAMIENTO,BATA_AISLAMIENTO,SUMINISTRO,B80196934,"GARRIC MEDICA, S.L.",GARRIC_MEDICA_SL,2020-03-17T00:00:00Z,144000,144000,0,29272,29272,0,21
BATA AISLAMIENTO,BATA_AISLAMIENTO,SUMINISTRO,B80196934,"GARRIC MEDICA, S.L.",GARRIC_MEDICA_SL,2020-03-17T00:00:00Z,82000,82000,0,16669,16669,0,21
"MASCARILLAS QUIRURGICAS I, de tipo II y IIR",MASCARILLAS_QUIRURGICAS_I__de_tipo_II_y_IIR,SUMINISTRO,B80196934,"GARRIC MEDICA, S.L.",GARRIC_MEDICA_SL,2020-03-17T00:00:00Z,150000,150000,0,120000,120000,0,21
Tubos admón.O2,Tubos_admón_O2,SUMINISTRO,B80213788,"OXIGEM, S.L.",OXIGEM_SL,2020-03-17T00:00:00Z,400,400,0,123,123,0,21
Cánulas Guedel-Mayo,Cánulas_Guedel-Mayo,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,140,140,0,41,41,0,0
Cánulas Guedel-Mayo,Cánulas_Guedel-Mayo,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,200,200,0,59,59,0,0
Cánulas Guedel-Mayo,Cánulas_Guedel-Mayo,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,720,720,0,213,213,0,21
Cánulas Guedel-Mayo,Cánulas_Guedel-Mayo,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,720,720,0,213,213,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,120,120,0,194,194,0,21
Fij/suj/acc.ventiltp,Fij/suj/acc_ventiltp,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,84,84,0,996,996,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,8400,8400,0,6871,6871,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,40,40,0,76,76,0,21
MASCARILLAS (OTRAS),MASCARILLAS_(OTRAS),SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,195,195,0,1015,1015,0,21
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,12750,12750,0,4937,4937,0,21
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,855,855,0,652,652,0,21
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,9720,9720,0,7915,7915,0,21
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,1188,1188,0,1078,1078,0,21
Tubos admón.O2,Tubos_admón_O2,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,2000,2000,0,542,542,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,270,270,0,9768,9768,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,40,40,0,332,332,0,0
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,79,79,0,473,473,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B80957889,"INTERSURGICAL ESPAÑA, S.L.",INTERSURGICAL_ESPAÑA_SL,2020-03-17T00:00:00Z,75,75,0,371,371,0,0
Resucitador manual,Resucitador_manual,SUMINISTRO,B81040149,"FIRMA AMBU, S.L.",FIRMA_AMBU_SL,2020-03-17T00:00:00Z,372,372,0,3826,3826,0,21
Resucitador manual,Resucitador_manual,SUMINISTRO,B81040149,"FIRMA AMBU, S.L.",FIRMA_AMBU_SL,2020-03-17T00:00:00Z,48,48,0,494,494,0,21
Resucitador manual,Resucitador_manual,SUMINISTRO,B81040149,"FIRMA AMBU, S.L.",FIRMA_AMBU_SL,2020-03-17T00:00:00Z,36,36,0,370,370,0,21
Conector/adaptador,Conector/adaptador,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,10,10,0,0,0,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,8,8,0,0,0,0,0
Conector/adaptador,Conector/adaptador,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,5,5,0,0,0,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,1,1,0,60,60,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,1,1,0,60,60,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,375,375,0,327,327,0,21
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,120,120,0,273,273,0,10
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,72,72,0,2788,2788,0,10
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,40,40,0,1549,1549,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,60,60,0,2323,2323,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,13,13,0,503,503,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,25,25,0,1210,1210,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,60,60,0,2904,2904,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,7,7,0,339,339,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,12,12,0,653,653,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,1,1,0,54,54,0,0
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,280,280,0,10842,10842,0,10
Mascarilla O2/otras,Mascarilla_O2/otras,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,430,430,0,16650,16650,0,10
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,600,600,0,581,581,0,21
Nebuliz./humidific.,Nebuliz_/humidific_,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,100,100,0,460,460,0,21
Tubos admón.O2,Tubos_admón_O2,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,15820,15820,0,3828,3828,0,21
Tubul/filt/circ. Y,Tubul/filt/circ__Y,SUMINISTRO,B82479387,"LINDE MEDICA, S.L.U.",LINDE_MEDICA_SLU,2020-03-17T00:00:00Z,630,630,0,4559,4559,0,10
