contract-number,award-date,expiry-date,gsin,gsin-description_en,supplier-legal-name,supplier-address-city,wikiCity-Supplier,supplier-address-prov-state,supplier-address-postal-code,supplier-address-country,organization-employee-count_en,total-contract-value,end-user-entity_en,wikiEndUserEntity,contracting-entity-office-name_en,contracting-address-city,wikiCity-EndUser,contracting-address-prov-state,contracting-address-postal-code,contracting-address-country
T2012-180009-001-HAL,2020-03-26T00:00:00Z,2019-02-28T00:00:00Z,C216A,Naval Architecture,Det Norske Veritas (Canada) Ltd.,Dartmouth,http://www.wikidata.org/entity/Q497373,Nova Scotia,B3A4S5,Canada,50 to 99 employees,9366.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,PROGRAMS,Moncton,http://www.wikidata.org/entity/Q457334,New Brunswick,E1C8K6,Canada
T8009-180115-001-XLV,2020-03-30T00:00:00Z,2020-03-31T00:00:00Z,B219A,Other Engineering Studies,Vancouver Fraser Port Authority,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6C3T4,Canada,200 to 499 employees,1559425.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,ENVIRL AFFRS PRGMS GRP,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0N5,Canada
T8056-160026-001-SS,2020-03-27T00:00:00Z,2019-03-31T00:00:00Z,AT919500,Transportation (R&D),University of New Brunswick,Fredericton,http://www.wikidata.org/entity/Q2138,New Brunswick,E3B5A3,Canada,1500 to 2499 employees,585800.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,MOTOR VEHICLE SAFETY,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0N5,Canada
T8056-160026-002-SS,2020-03-27T00:00:00Z,2020-03-31T00:00:00Z,AT919500,Transportation (R&D),KSD Collision Investigation and Analysis,Halifax,http://www.wikidata.org/entity/Q2141,Nova Scotia,B2T1B5,Canada,1 to 4 employees,454020.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,MOTOR VEHICLE SAFETY,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0N5,Canada
T8056-160026-003-SS,2020-03-27T00:00:00Z,2020-03-31T00:00:00Z,AT919500,Transportation (R&D),La Corporation de l'cole Polytechnique de Montral,Montreal,http://www.wikidata.org/entity/Q340,Quebec,H3C3A7,Canada,1000 to 1499 employees,1069000.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,MOTOR VEHICLE SAFETY,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0N5,Canada
T8056-160026-004-SS,2020-03-30T00:00:00Z,2020-03-31T00:00:00Z,AT919500,Transportation (R&D),The University of Western Ontario,London,http://www.wikidata.org/entity/Q92561,Ontario,N6A3K7,Canada,2500 to 4999 employees,1475400.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,MOTOR VEHICLE SAFETY,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0N5,Canada
T8056-160026-005-SS,2020-03-27T00:00:00Z,2020-03-31T00:00:00Z,AT919500,Transportation (R&D),Collision Analysis (Calgary) Ltd.,Calgary,http://www.wikidata.org/entity/Q36312,Alberta,T2K5X2,Canada,5 to 9 employees,901950.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,MOTOR VEHICLE SAFETY,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0N5,Canada
T8056-160026-006-SS,2020-03-27T00:00:00Z,2020-03-31T00:00:00Z,AT919500,Transportation (R&D),RONA Kinetics and Associates Ltd.,North Vancouver,http://www.wikidata.org/entity/Q1001626,British Columbia,V7M3L5,Canada,5 to 9 employees,548100.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,MOTOR VEHICLE SAFETY,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0N5,Canada
T8086-192511-001-EE,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,GlassHouse Systems Inc.,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M2K1E3,Canada,50 to 99 employees,149608.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,AFCGA,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0N5,Canada
T8086-192598-001-EE,2020-03-25T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,ESRI Canada Limited,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M3C3R8,Canada,200 to 499 employees,99335.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,AFCGA,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0N5,Canada
T8086-202000-001-EE,2020-03-26T00:00:00Z,2021-03-26T00:00:00Z,N7030,ADP Software,Four Point Solutions Ltd.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2E7L6,Canada,20 to 49 employees,60961.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,AFCGA,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0N5,Canada
T8086-202001-001-EEM,2020-03-27T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,Sandhill Consultants Canada Ltd,Oakville,http://www.wikidata.org/entity/Q424984,Ontario,L6M3X5,Canada,5 to 9 employees,236919.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,AFCGA,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0N5,Canada
T8086-202003-001-EEM,2020-03-27T00:00:00Z,2021-03-30T00:00:00Z,N7030,ADP Software,Advanced Chippewa Technologies Inc.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2C0K1,Canada,1 to 4 employees,35158.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,AFCGA,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0N5,Canada
T8156-180040-001-PI,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,D317E,Information Products,American Transportation Research Institute,Arlington County,http://www.wikidata.org/entity/Q107126,Virginia,22203-4181,United States of America,5 to 9 employees,668264.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,ECON.ANALYSIS DIRECTORATE (ACA,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0N5,Canada
T8493-190078-002-CAG,2020-03-25T00:00:00Z,2021-03-31T00:00:00Z,JX1680A,Miscellaneous Aircraft Accessories and Components - Repair and Overhaul,Maxcraft Avionics Ltd,Pitt Meadows,http://www.wikidata.org/entity/Q1369892,British Columbia,V3Y2B4,Canada,20 to 49 employees,21194.0,Transport Canada,http://www.wikidata.org/entity/Q2035496,AIRCRAFT SERVICES DIRECTORATE,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1V9B2,Canada
U8085-219362-001-PI,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,D317E,Information Products,American Chemical Society,Columbus,http://www.wikidata.org/entity/Q16567,Ohio,43210,United States of America,10 to 19 employees,29750.0,"Innovation, Science and Economic Development Canada",http://www.wikidata.org/entity/Q1057600,CIPO INTERNATL&REG.AFFRS BR.,Gatineau,http://www.wikidata.org/entity/Q141844,Quebec,K1A0C9,Canada
UT849-209502-001-SC,2020-03-25T00:00:00Z,2021-03-31T00:00:00Z,AJ212540,Expert Systems Development (R&D),AIRMARKET INC.,St. Albert,http://www.wikidata.org/entity/Q939127,Alberta,T8N5J7,Canada,1 to 4 employees,547822.0,"Innovation, Science and Economic Development Canada",http://www.wikidata.org/entity/Q1057600,INNOVATION CANADA SECTOR,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0H5,Canada
W0100-200366-001-HAL,2020-03-27T00:00:00Z,2021-01-25T00:00:00Z,N7030,ADP Software,"Bentley Systems, Incorporated",Exton,http://www.wikidata.org/entity/Q1016263,Pennsylvania,19341,United States of America,500 to 999 employees,36429.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,MARITIME FORCES ATLANTIC,Halifax,http://www.wikidata.org/entity/Q2141,Nova Scotia,B3K5X5,Canada
W0106-17W601-001-BAP,2020-03-25T00:00:00Z,2021-03-31T00:00:00Z,WL5820,"RADIO AND TELEVISION COMMUNICATIONS EQUIPMENT, EXCEPT AIRBORNE - LEASING",Les Technologies RDG2 Inc.,Saint-Jean-sur-Richelieu,http://www.wikidata.org/entity/Q141977,Quebec,J3B8L6,Canada,1 to 4 employees,437752.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,BASE COMPTROLLER,Courcelette,http://www.wikidata.org/entity/Q28770233,Quebec,G0A4Z0,Canada
W0106-20W601-001-QCN,2020-03-25T00:00:00Z,2021-03-31T00:00:00Z,JX7030,ADP Software Maintenance - Other than Microcomputer,Intergraph Canada Limited,Calgary,http://www.wikidata.org/entity/Q36312,Alberta,T3K2L5,Canada,50 to 99 employees,34502.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,BASE COMPTROLLER,Courcelette,http://www.wikidata.org/entity/Q28770233,Quebec,G0A4Z0,Canada
W0107-17CM03-001-HL,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,N9150,"Oils and Greases, Cutting, Lubricating, and Hydraulic",W.O. Stinson and Son Ltd,Gloucester,http://www.wikidata.org/entity/Q784440,Ontario,K1T3W7,Canada,200 to 499 employees,302568.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,"CFB PETAWAWA, 2 SVC BATALLION",Petawawa,http://www.wikidata.org/entity/Q1455440,Ontario,K8H2X3,Canada
W0107-17CM03-002-HL,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,N9150,"Oils and Greases, Cutting, Lubricating, and Hydraulic",auto-pak ltd,Petawawa,http://www.wikidata.org/entity/Q1455440,Ontario,K8H1X9,Canada,5 to 9 employees,4525.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,"CFB PETAWAWA, 2 SVC BATALLION",Petawawa,http://www.wikidata.org/entity/Q1455440,Ontario,K8H2X3,Canada
W0107-17CM03-003-HL,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,N9150,"Oils and Greases, Cutting, Lubricating, and Hydraulic","Fastenal Canada, Ltd.-Fastenal Canada, Lte",Kitchener,http://www.wikidata.org/entity/Q200166,Ontario,N2C0B7,Canada,500 to 999 employees,75914.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,"CFB PETAWAWA, 2 SVC BATALLION",Petawawa,http://www.wikidata.org/entity/Q1455440,Ontario,K8H2X3,Canada
W0107-17CM03-004-HL,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,N9150,"Oils and Greases, Cutting, Lubricating, and Hydraulic",292250 ONTARIO LIMITED,Pembroke,http://www.wikidata.org/entity/Q1075086,Ontario,K8A3P3,Canada,10 to 19 employees,2515.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,"CFB PETAWAWA, 2 SVC BATALLION",Petawawa,http://www.wikidata.org/entity/Q1455440,Ontario,K8H2X3,Canada
W0107-17CM03-007-HL,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,N9150,"Oils and Greases, Cutting, Lubricating, and Hydraulic",49 North Forwarding Ltd.,Leduc,http://www.wikidata.org/entity/Q1207513,Alberta,T9E7E3,Canada,10 to 19 employees,9103.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,"CFB PETAWAWA, 2 SVC BATALLION",Petawawa,http://www.wikidata.org/entity/Q1455440,Ontario,K8H2X3,Canada
W010Z-16D021-001-HAL,2020-03-25T00:00:00Z,2021-03-31T00:00:00Z,N5510,Lumber and Related Basic Wood Material,"J D IRVING, LTD",Halifax,http://www.wikidata.org/entity/Q2141,Nova Scotia,B3S1C9,Canada,100 to 199 employees,1500000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,STND.OFFER CELL FORMA.LOGISTIC,Halifax,http://www.wikidata.org/entity/Q2141,Nova Scotia,B3K5X5,Canada
W0113-18CS17-001-TOR,2020-03-25T00:00:00Z,2019-03-31T00:00:00Z,M120A,Technical Support for Simulator Facility,UFA TECHNOLOGIES INC.,Vancouver,http://www.wikidata.org/entity/Q24639,British Columbia,V6C2B5,Canada,1 to 4 employees,1491602.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CFSTG COMPTROLLER,Borden,http://www.wikidata.org/entity/Q1817854,Ontario,L0M1C0,Canada
W0114-15P061-001-KIN,2020-03-27T00:00:00Z,2020-07-31T00:00:00Z,K114A,Sewage Treatment,Third High Farms Limited,Greater Napanee,http://www.wikidata.org/entity/Q1007509,Ontario,K7R3K9,Canada,10 to 19 employees,135600.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,BASE CMDR CFB ASU KINGSTON,Kingston,http://www.wikidata.org/entity/Q202973,Ontario,K7K7B4,Canada
W0127-18P003-001-EDM,2020-03-30T00:00:00Z,2021-07-23T00:00:00Z,JX4210,Firefighting Equipment - Repair and Overhaul,Fire Protection Inc.,Edmonton,http://www.wikidata.org/entity/Q2096,Alberta,T6B3N6,Canada,50 to 99 employees,325000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,1 SVC BN SUP COY LPO,Edmonton,http://www.wikidata.org/entity/Q2096,Alberta,T5J4J5,Canada
W0135-161607-001-KIN,2020-03-30T00:00:00Z,2020-03-31T00:00:00Z,V401IB,Vehicle Towing Services,Larry Bartlett,North Bay,http://www.wikidata.org/entity/Q912253,Ontario,P1B8K5,Canada,5 to 9 employees,135600.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,WING COMMANDER,North Bay,http://www.wikidata.org/entity/Q912253,Ontario,P0H1P0,Canada
W0501-170096-001-MCT,2020-03-31T00:00:00Z,2020-03-31T00:00:00Z,WR3895,MISCELLANEOUS CONSTRUCTION EQUIPMENT - RENTAL,United Rentals,Fredericton,http://www.wikidata.org/entity/Q2138,New Brunswick,E3C2R9,Canada,1500 to 2499 employees,517884.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CFB GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W0501-170097-001-MCT,2020-03-25T00:00:00Z,2020-09-30T00:00:00Z,WR3805,EARTHMOVING AND EXCAVATING EQUIPMENT - RENTAL,Greg Stewart Ltd.,"Geary, New Brunswick",http://www.wikidata.org/entity/Q3100024,New Brunswick,E2V0L2,Canada,5 to 9 employees,501383.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CFB GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W0501-170098-001-MCT,2020-03-25T00:00:00Z,2020-09-30T00:00:00Z,WR2320,"TRUCKS AND TRUCK TRACTORS, WHEELED - RENTAL",East Coast International,Moncton,http://www.wikidata.org/entity/Q457334,New Brunswick,E1H2R5,Canada,50 to 99 employees,826466.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CFB GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W0501-170100-001-MCT,2020-03-29T00:00:00Z,2020-09-30T00:00:00Z,WR3805C,"LOADERS, FRONT END - RENTALS",Greg Stewart Ltd.,"Geary, New Brunswick",http://www.wikidata.org/entity/Q3100024,New Brunswick,E2V0L2,Canada,5 to 9 employees,528982.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CFB GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W0501-170101-001-MCT,2020-03-31T00:00:00Z,2020-04-30T00:00:00Z,WR3930A,"TRUCK, FORKLIFT - RENTAL",United Rentals,Fredericton,http://www.wikidata.org/entity/Q2138,New Brunswick,E3C2R9,Canada,1500 to 2499 employees,194541.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CFB GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W0501-170102-001-MCT,2020-03-30T00:00:00Z,2020-09-30T00:00:00Z,WR3805B,"EXCAVATOR, HYDRAULIC, CRAWLER MOUNTED - RENTAL",Greg Stewart Ltd.,"Geary, New Brunswick",http://www.wikidata.org/entity/Q3100024,New Brunswick,E2V0L2,Canada,5 to 9 employees,638250.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CFB GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W0501-170102-002-MCT,2020-03-31T00:00:00Z,2020-04-30T00:00:00Z,WR3805B,"EXCAVATOR, HYDRAULIC, CRAWLER MOUNTED - RENTAL",Sutherland Excavating Ltd.,Miramichi,http://www.wikidata.org/entity/Q1348913,New Brunswick,E1V5H7,Canada,10 to 19 employees,1035000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CFB GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W0501-170103-001-MCT,2020-03-25T00:00:00Z,2020-09-30T00:00:00Z,WR3805,EARTHMOVING AND EXCAVATING EQUIPMENT - RENTAL,Greg Stewart Ltd.,"Geary, New Brunswick",http://www.wikidata.org/entity/Q3100024,New Brunswick,E2V0L2,Canada,5 to 9 employees,462875.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CFB GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W0501-170104-001-MCT,2020-03-31T00:00:00Z,2020-04-30T00:00:00Z,WR2310K,PASSENGER MOTOR VEHICLES (BUSES AND AMBULANCES) - RENTAL (UNDER 90 DAYS),Trius Inc.,Fredericton,http://www.wikidata.org/entity/Q2138,New Brunswick,E3B5E3,Canada,20 to 49 employees,1558600.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CFB GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W0501-170105-001-MCT,2020-03-31T00:00:00Z,2020-04-30T00:00:00Z,WR2310K,PASSENGER MOTOR VEHICLES (BUSES AND AMBULANCES) - RENTAL (UNDER 90 DAYS),Trius Inc.,Fredericton,http://www.wikidata.org/entity/Q2138,New Brunswick,E3B5E3,Canada,20 to 49 employees,444429.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CFB GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W0501-170106-001-MCT,2020-03-31T00:00:00Z,2020-04-30T00:00:00Z,WR2310K,PASSENGER MOTOR VEHICLES (BUSES AND AMBULANCES) - RENTAL (UNDER 90 DAYS),Trius Inc.,Fredericton,http://www.wikidata.org/entity/Q2138,New Brunswick,E3B5E3,Canada,20 to 49 employees,1558600.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CFB GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W0501-170107-001-MCT,2020-03-31T00:00:00Z,2020-04-30T00:00:00Z,WR2310K,PASSENGER MOTOR VEHICLES (BUSES AND AMBULANCES) - RENTAL (UNDER 90 DAYS),Trius Inc.,Fredericton,http://www.wikidata.org/entity/Q2138,New Brunswick,E3B5E3,Canada,20 to 49 employees,444429.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CFB GAGETOWN,Oromocto,http://www.wikidata.org/entity/Q1966925,New Brunswick,E2V4J5,Canada
W1786-205008-001-EE,2020-03-27T00:00:00Z,2020-03-30T00:00:00Z,N7030,ADP Software,ESRI Canada Limited,Toronto,http://www.wikidata.org/entity/Q172,Ontario,M3C3R8,Canada,200 to 499 employees,146019.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,MCE,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W1786-205020-001-EE,2020-03-29T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,"TELEDYNE DIGITAL IMAGING, INC.",Fredericton,http://www.wikidata.org/entity/Q2138,New Brunswick,E3B2L4,Canada,1000 to 1499 employees,179928.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,MCE,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W1786-205023-001-EE,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,Safe Software Inc.,Surrey,http://www.wikidata.org/entity/Q390583,British Columbia,V3T0M1,Canada,100 to 199 employees,40407.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,MCE,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W2294-05DD02-001-PSD,2020-03-31T00:00:00Z,2025-08-31T00:00:00Z,X112A,Conference Space and Facilities,Corporation du Fort Saint-Jean,Saint-Jean-sur-Richelieu,http://www.wikidata.org/entity/Q141977,Quebec,J3B8R8,Canada,20 to 49 employees,"4,42E+16",Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ DGMU DEMR 4-3,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W3330-206036-001-EE,2020-03-25T00:00:00Z,2021-02-28T00:00:00Z,N7030,ADP Software,Northrop Grumman Systems Corporation,Falls Church,http://www.wikidata.org/entity/Q408744,Virginia,22042-4511,United States of America,5000 employees and over,95106.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ ADM (IM) COS / DIMCBM,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W3371-205023-001-PI,2020-03-30T00:00:00Z,2021-03-31T00:00:00Z,D317E,Information Products,SmartSafety Software Inc.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2E8C4,Canada,20 to 49 employees,434344.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W3372-169999-001-ZL,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,V502C,"Accommodation and Food Services, N.E.S.",Carleton University,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K1S5B6,Canada,2500 to 4999 employees,9819184.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,NDHQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W3373-000002-001-FS,2020-03-27T00:00:00Z,2027-08-27T00:00:00Z,U099BA,"Pilot Training Services, Aircraft",Allied Wings Limited Partnership,Kelowna,http://www.wikidata.org/entity/Q232226,British Columbia,V1V1S1,Canada,1 to 4 employees,"1,76E+18",Department of National Defence,http://www.wikidata.org/entity/Q1191463,CAS COMPTROLLER,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W3555-190318-001-VIC,2020-03-27T00:00:00Z,2020-11-30T00:00:00Z,N7110,Office Furniture,Graphic Office Interiors Ltd.,Saanichton,http://www.wikidata.org/entity/Q7395670,British Columbia,V8M0B3,Canada,20 to 49 employees,3000000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,FLEET MAINTENACE FACILITY,Victoria,http://www.wikidata.org/entity/Q2132,British Columbia,V9A7N2,Canada
W3659-190004-001-PET,2020-03-30T00:00:00Z,2022-12-31T00:00:00Z,K102A,Meals,Compass Group Canada Ltd,Mississauga,http://www.wikidata.org/entity/Q50816,Ontario,L5W0G2,Canada,5000 employees and over,232265.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,33 CDN BRIGADE GROUP HDQTRS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W3659-190004-002-PET,2020-03-30T00:00:00Z,2022-12-31T00:00:00Z,K102A,Meals,Study Break Ltd.,Gloucester,http://www.wikidata.org/entity/Q784440,Ontario,K1J9H7,Canada,20 to 49 employees,246291.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,33 CDN BRIGADE GROUP HDQTRS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W6369-16DC06-001-EEM,2020-03-26T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,"EMS Technologies Canada, Ltd.",Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2V1B8,Canada,200 to 499 employees,1107472.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,DG PROC.SVCS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W6369-190134-001-HN,2020-03-26T00:00:00Z,2020-03-31T00:00:00Z,N6350,"Alarm, Signal, and Security Detection Systems , Miscellaneous",Paladin Technologies,Burnaby,http://www.wikidata.org/entity/Q244025,British Columbia,V5G4W3,Canada,20 to 49 employees,521338.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,DG PROC.SVCS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W6369-20A045-001-PH,2020-03-31T00:00:00Z,2024-04-01T00:00:00Z,N6505,Drugs and Biologicals,"Meridian Medical Technologies, Inc.",Columbia,http://www.wikidata.org/entity/Q397905,Maryland,21046,United States of America,200 to 499 employees,2328525.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,DG PROC.SVCS,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W6399-160320-001-BK,2020-03-26T00:00:00Z,2021-12-31T00:00:00Z,C219BE,Engineering and Technical Services - Ammunition Related,GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS - CANADA INC.,Repentigny,http://www.wikidata.org/entity/Q139427,Quebec,J5Z2P4,Canada,1000 to 1499 employees,2250000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CANSOFCOM HQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W6399-20LA91-001-BK,2020-03-30T00:00:00Z,2021-03-30T00:00:00Z,N1305,"Ammunition, through 30mm",GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS - CANADA INC.,Repentigny,http://www.wikidata.org/entity/Q139427,Quebec,J5Z2P4,Canada,1000 to 1499 employees,242640.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CANSOFCOM HQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W6399-20LB10-001-BK,2020-03-30T00:00:00Z,2021-03-30T00:00:00Z,N1305,"Ammunition, through 30mm",GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS - CANADA INC.,Repentigny,http://www.wikidata.org/entity/Q139427,Quebec,J5Z2P4,Canada,1000 to 1499 employees,1341209.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CANSOFCOM HQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W6399-20LC13-001-XL,2020-03-31T00:00:00Z,2021-03-31T00:00:00Z,N7030,ADP Software,YoppWorks Inc.,Ottawa,http://www.wikidata.org/entity/Q1930,Ontario,K2K3C9,Canada,5 to 9 employees,348424.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,CANSOFCOM HQ,Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W6837-155124-001-VIC,2020-03-25T00:00:00Z,2020-06-30T00:00:00Z,H300B,Analytical Chemistry,ALS Canada Ltd.,Burnaby,http://www.wikidata.org/entity/Q244025,British Columbia,V5A1W9,Canada,5000 employees and over,500000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,ADM IE (INFRASTRUCTURE&ENV'T),Ottawa,http://www.wikidata.org/entity/Q25246576,Ontario,K1A0K2,Canada
W6841-174076-001-VIC,2020-03-26T00:00:00Z,2021-04-30T00:00:00Z,JX5610,"Mineral Construction Materials, Bulk - Repair",DAYLEY SITE MAINTENANCE LTD.,Port Hardy,http://www.wikidata.org/entity/Q655823,British Columbia,V0N2P0,Canada,1 to 4 employees,500000.0,Department of National Defence,http://www.wikidata.org/entity/Q1191463,RP OPERATIONS UNIT (PACIFIC),Victoria,http://www.wikidata.org/entity/Q2132,British Columbia,V9A7N2,Canada
