Gastos,Centro,Descripcion Centro,Seccion,Descripcion Seccion,Programa,Descripcion Programa,Capitulo,Descripcion Capitulo,Descripcion Economico,C_DISPUESTO,OBL_RECONOC
115,1,AYUNTAMIENTO DE MADRID,3,OF. MPAL. CONTRA FRAUDE Y CORRUPCIÓN,92222,OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REP., MANT. Y CONSERV. DE MOBILIARIO",798.96,798.96
116,1,AYUNTAMIENTO DE MADRID,3,OF. MPAL. CONTRA FRAUDE Y CORRUPCIÓN,92222,OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,3029.96,3029.96
117,1,AYUNTAMIENTO DE MADRID,3,OF. MPAL. CONTRA FRAUDE Y CORRUPCIÓN,92222,OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",3217.34,3217.34
118,1,AYUNTAMIENTO DE MADRID,3,OF. MPAL. CONTRA FRAUDE Y CORRUPCIÓN,92222,OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,MATERIAL INFORMÁTICO NO INVENTARIABLE,3739.3,3739.29
119,1,AYUNTAMIENTO DE MADRID,3,OF. MPAL. CONTRA FRAUDE Y CORRUPCIÓN,92222,OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS SUMINISTROS,1104.89,1104.89
120,1,AYUNTAMIENTO DE MADRID,3,OF. MPAL. CONTRA FRAUDE Y CORRUPCIÓN,92222,OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REUNIONES, CONFERENCIAS Y CURSOS",0,0
121,1,AYUNTAMIENTO DE MADRID,3,OF. MPAL. CONTRA FRAUDE Y CORRUPCIÓN,92222,OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,DEL PERSONAL DIRECTIVO,179.01,179.01
122,1,AYUNTAMIENTO DE MADRID,3,OF. MPAL. CONTRA FRAUDE Y CORRUPCIÓN,92222,OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,DEL PERSONAL NO DIRECTIVO,0,0
123,1,AYUNTAMIENTO DE MADRID,3,OF. MPAL. CONTRA FRAUDE Y CORRUPCIÓN,92222,OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,GASTOS DE VIAJE DEL PERSONAL DIRECTIVO,408.68,408.68
124,1,AYUNTAMIENTO DE MADRID,3,OF. MPAL. CONTRA FRAUDE Y CORRUPCIÓN,92222,OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO,0,0
125,1,AYUNTAMIENTO DE MADRID,3,OF. MPAL. CONTRA FRAUDE Y CORRUPCIÓN,92222,OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTRAS INDEMNIZACIONES,0,0
126,1,AYUNTAMIENTO DE MADRID,3,OF. MPAL. CONTRA FRAUDE Y CORRUPCIÓN,92222,OFICINA CONTRA EL FRAUDE Y LA CORRUPCIÓN,6,INVERSIONES REALES,MOBILIARIO Y EQUIPOS DE OFICINA,5675.05,5675.03
127,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,108307.1,108307.1
128,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,56453.78,56453.78
129,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,1,GASTOS DE PERSONAL,RETRIBUCIONES COMPLEMENTARIAS,148564.33,148564.33
130,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A1,29720.35,29720.35
131,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,13714.82,13714.82
132,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C1,11375.52,11375.52
133,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,41881.92,41881.92
134,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,1,GASTOS DE PERSONAL,TRIENIOS,23287.3,23287.3
135,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,71621.25,71621.25
136,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,187469.93,187469.93
137,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,7110.27,7110.27
138,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,44916.1,44916.1
139,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,152744.26,152744.26
140,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,1,GASTOS DE PERSONAL,OTRAS CUOTAS,9838.44,9838.44
141,1,AYUNTAMIENTO DE MADRID,10,ALCALDÍA,91201,ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,0,0
142,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,17101,PATRIMONIO VERDE,6,INVERSIONES REALES,ZONAS AJARDINADAS (REM),60053.35,60053.35
143,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A1,40513.21,40513.21
144,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,26353.47,26353.47
145,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C1,7759.98,7759.98
146,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,10767,10767
147,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,1,GASTOS DE PERSONAL,TRIENIOS,24544.57,24544.57
148,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,65467.38,65467.38
149,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,163402.95,163402.95
150,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,5993.86,5993.86
151,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,12933.23,12933.23
152,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,1,GASTOS DE PERSONAL,OTRAS REMUNERACIONES,16628.34,16628.34
153,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,22281.62,22281.62
154,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,68692.75,68692.75
155,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,1,GASTOS DE PERSONAL,OTRAS CUOTAS,244.2,244.2
156,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PUBLICIDAD Y PROPAGANDA,2692.01,2692.01
157,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REUNIONES, CONFERENCIAS Y CURSOS",3742.2,3742.2
158,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ESTUDIOS Y TRABAJOS TÉCNICOS,36348.4,36348.4
159,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,DEL PERSONAL NO DIRECTIVO,0,0
160,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO,0,0
161,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LOCOMOCIÓN URBANA PERSONAL NO DIRECTIVO,0,0
162,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,4,TRANSFERENCIAS CORRIENTES,A UNIVERSIDADES PÚBLICAS,0,0
163,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,23290,COOPERACIÓN Y CIUDADANIA GLOBAL,4,TRANSFERENCIAS CORRIENTES,OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO,1875000,1875000
164,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A1,44665.28,44665.28
165,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,17769.22,17769.22
166,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,11106.21,11106.21
167,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,1,GASTOS DE PERSONAL,TRIENIOS,19711.35,19711.35
168,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,57686.28,57686.28
169,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,143390.16,143390.16
170,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,4437.89,4437.89
171,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,38107.81,38107.81
172,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,1,GASTOS DE PERSONAL,OTRAS REMUNERACIONES,0,0
173,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,22619.95,22619.95
174,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,57210.23,57210.23
175,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,1,GASTOS DE PERSONAL,OTRAS CUOTAS,20470.88,20470.88
176,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.,72290.7,72290.7
177,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE",5753.39,5753.39
178,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REP., MANT. Y CONSERV. DE MOBILIARIO",0,0
179,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REP., MANT.Y CONSERV. EQUIPOS PROCESO INFORMACIÓN",0,0
180,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PUBLICIDAD Y PROPAGANDA,0,0
181,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REUNIONES, CONFERENCIAS Y CURSOS",9297.2,9297.2
182,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LIMPIEZA Y ASEO,62393.31,62393.31
183,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,SEGURIDAD,331735.77,331735.77
184,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ESTUDIOS Y TRABAJOS TÉCNICOS,40843.98,40843.98
185,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,394615.89,394615.89
186,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,DEL PERSONAL DIRECTIVO,1266.3,1266.3
187,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,DEL PERSONAL NO DIRECTIVO,236.87,236.87
188,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,GASTOS DE VIAJE DEL PERSONAL DIRECTIVO,3807.19,3807.19
189,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LOCOMOCIÓN URBANA PERSONAL DIRECTIVO,417.18,417.18
190,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO,1390.96,1390.96
191,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,LOCOMOCIÓN URBANA PERSONAL NO DIRECTIVO,296.2,296.2
192,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,4,TRANSFERENCIAS CORRIENTES,OTRAS SUBVENCIONES A EMPRESAS PRIVADAS,0,0
193,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,4,TRANSFERENCIAS CORRIENTES,A OTRAS FUNDACIONES,0,0
194,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,4,TRANSFERENCIAS CORRIENTES,OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO,0,0
195,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,4,TRANSFERENCIAS CORRIENTES,OTRAS TRANSFERENCIAS AL EXTERIOR,0,0
196,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46200,INNOVACIÓN Y CIUDAD INTELIGENTE,6,INVERSIONES REALES,EQUIPOS DE COMUNICACIÓN (REFORMA Y REPOSICIÓN),0,0
197,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46300,"INVESTIGACIÓN CIENTÍFICA, TÉCNICA Y APLICADA",6,INVERSIONES REALES,INSTALACIONES TÉCNICAS,0,0
198,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46300,"INVESTIGACIÓN CIENTÍFICA, TÉCNICA Y APLICADA",6,INVERSIONES REALES,OTRO MOBILIARIO Y ENSERES,35229.15,35229.15
199,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46300,"INVESTIGACIÓN CIENTÍFICA, TÉCNICA Y APLICADA",6,INVERSIONES REALES,OTRAS INV. NUEVAS ASOC. AL FUNCIONAM. OPERAT. SERV,0,0
200,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46300,"INVESTIGACIÓN CIENTÍFICA, TÉCNICA Y APLICADA",6,INVERSIONES REALES,INSTALACIONES (REFORMA Y REPOSICIÓN),0,0
201,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,46300,"INVESTIGACIÓN CIENTÍFICA, TÉCNICA Y APLICADA",6,INVERSIONES REALES,OTRAS INVERSIONES DE CARÁCTER INMATERIAL,199045,199045
202,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,49101,SERVICIOS INFORMÁTICOS Y COMUNICACIONES,7,TRANSFERENCIAS DE CAPITAL,A INFORMÁTICA AYUNTAMIENTO MADRID,2672830.73,2672830.73
203,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,49102,OFICINA DIGITAL,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,0,0
204,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,49102,OFICINA DIGITAL,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,0,0
205,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,49102,OFICINA DIGITAL,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,0,0
206,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,49102,OFICINA DIGITAL,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,0,0
207,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,49102,OFICINA DIGITAL,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,0,0
208,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,49102,OFICINA DIGITAL,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,0,0
209,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A1,72759,72759
210,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO A2,25599.76,25599.76
211,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C1,29616.75,29616.75
212,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,1,GASTOS DE PERSONAL,SUELDOS DEL GRUPO C2,62188.57,62188.57
213,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,1,GASTOS DE PERSONAL,TRIENIOS,46703.65,46703.65
214,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,1,GASTOS DE PERSONAL,COMPLEMENTO DE DESTINO,147956.06,147956.06
215,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,1,GASTOS DE PERSONAL,COMPLEMENTO ESPECÍFICO,354435.36,354435.36
216,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,1,GASTOS DE PERSONAL,OTROS COMPLEMENTOS,14848.32,14848.32
217,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,1,GASTOS DE PERSONAL,RETRIBUCIONES BÁSICAS,23460.22,23460.22
218,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,1,GASTOS DE PERSONAL,PRODUCTIVIDAD,57437.83,57437.83
219,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,1,GASTOS DE PERSONAL,GRATIFICACIONES POR SERVICIOS EXTRAORDINARIOS,1958.4,1958.4
220,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,1,GASTOS DE PERSONAL,SEGURIDAD SOCIAL,169455.5,169455.5
221,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,1,GASTOS DE PERSONAL,OTRAS CUOTAS,13092.66,13092.66
222,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,24368.52,24368.52
223,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,PUBLICIDAD Y PROPAGANDA,0,0
224,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,"REUNIONES, CONFERENCIAS Y CURSOS",4820.06,4820.06
225,1,AYUNTAMIENTO DE MADRID,12,COORDINACIÓN GENERAL DE LA ALCALDÍA,91202,GABINETE DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,5129,5129
