Àmbit subjectiu,Òrgan de contractació,Codi d'expedient,id,Objecte del contracte,Descripció de la prestació,Tipus de contracte,Pressupost de licitació (sense IVA),Data de publicació,Empresa adjudicatària,Import d'adjudicació (sense IVA),Enllaç a la publicació,Codi CPV,Data d'adjudicació
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari de l'Alt Penedès i Garraf,CSAPG CE 2020/12,0042,Subministrament de quatre equips d'oxigenoteràpia AIRVO 2 amb humidificador per als pacient de l'UCI de l'Hospital Residència Sant Camil (Exp CSAPG CE 2020/12),"Subministrament de quatre equips d'oxigenoteràpia AIRVO 2 amb humidificador per als pacient de l'UCI de l'Hospital Residència Sant Camil, per encàrrec del Consorci Sanitari de l'Alt Penedès i Garraf, per fer front a la crisi sanitària del COVID-19",Subministraments,17695.04,2020-05-29T00:00:00Z,FISHER & PAYKEL HEALTHCARE,17695.04,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62893303&lawType=3,33100000,2020-05-04T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Sistema d'Emergències Mèdiques SA (SEMSA),CE115/2020,0043,COMPRA EMERGÉNCIA 115: Subministramnt pegats i sensor pulsi,Subministramnt pegats i sensor pulsi,Subministraments,11008,2020-05-22T00:00:00Z,"Sinamedic, SL",11008,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62795255&lawType=3,33140000,2020-05-06T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1077,0044,SUBMINISTRAMENT DE MATERIAL DE DESINFECCIÓ SANITARIA,Subministrament de petit material sanitari i de desinfecció sanitària - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-01T00:00:00Z,"FISHER SCIENTIFIC, S.L.",138.11,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65011333&lawType=3,33140000,2020-04-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH01/1101199556/20/CMUI,0045,Subministrament de criosondes d'un sol ús per a la realització de criobiòpsies transbronquials a pacients COVID-19. Pla de contingència front a l'epidèmia del SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Subministrament de criosondes d'un sol ús per a la realització de criobiòpsies transbronquials a pacients COVID-19. Pla de contingència front a l'epidèmia del SARS-CoV-2 de l'Hospital Universitari Vall d'Hebron.,Subministraments,9285.5,2020-06-26T00:00:00Z,"SIMMEDICA, SAU",9285.5,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64767770&lawType=3,33165000,2020-05-27T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1104,0046,SUBMINISTRAMENT DE PETIT MATERIAL SANITARI,Subministrament de material fungible sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-23T00:00:00Z,"MEDTRONIC IBERICA, S.A.",12671.48,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66328502&lawType=3,33140000,2020-05-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català d'Oncologia (ICO),EM-2020-04,0047,Servei de neteja complementari per afrontar les actuacions extraordinàries per contenir el Coronavirus a l'Institut Català d'Oncologia de Girona,Servei de neteja complementari per afrontar les actuacions extraordinàries per contenir el Coronavirus a l'Institut Català d'Oncologia de Girona,Serveis,558.95,2020-04-27T00:00:00Z,"OHL SERVICIOS - INGESAN, S.A.",558.95,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61615944&lawType=3,90911200,2020-04-02T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació Centre de Regulació Genòmica,CONTRACTE 16 - TRAMITACIÓ EMERGÈNCIA COVID 19,0048,MATERIAL DE PROTECCIÓ I SEGURETAT (MÀSCARES FFP2),Material de protecció necessari pe realitzar tests de detecció massiva de COVID-19,Subministraments,2040,2020-04-09T00:00:00Z,"SCHARLAB, SL",2040,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61302597&lawType=3,18143000,2020-04-09T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei d'Ocupació de Catalunya (SOC),SOC-2020-218,0049,Servei per al tractament de desinfecció de les edificacions i instal·lacions gestionades pel Servei Públic d'Ocupació de Catalunya. Es tracta d'un contracte subscrit amb tramitació d'emergència.,"Servei per al tractament de desinfecció de les edificacions i instal·lacions gestionades pel Servei Públic d'Ocupacció de Catalunya, mitjançant procediment d'emergènccia",Serveis,27574,2020-06-12T00:00:00Z,"L.D. EMPRESA DE LIMPIEZA Y DESINFECCIÓN, S.A.",27574,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64023062&lawType=3,90921000,2020-06-05T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),010C-2020-CEM,0050,Servei cuina empleats maig,Servei de cuina per les plantes Covid de l'Inst.Guttmann per l'Hospital Universitari Germans Trias i Pujol,Serveis,47872.84,2020-06-25T00:00:00Z,SODEXHO S.A.,4396.1,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64678254&lawType=3,55100000,2020-04-05T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1015,0051,Servei de vigilancia COVID,Serveis transversals generals - Publicació MASSIVA de contractes tramitats D'EMERGÈNCIA,Serveis,0,2020-05-27T00:00:00Z,"NARGY SERVICIOS AUXILIARES, S.L.",2079.16,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63108152&lawType=3,98310000,2020-03-26T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació de Gestió Sanitària de l'Hospital de la Santa Creu i Sant Pau,COVID-19/MATERIAL SANITARI 2,0052,GUANT EXAMEN NITRIL T/M. S/POLS C/100 + BATA VISITANT TST POLIPROPILE 20 GRS.,"Subministrament del material sanitari, necessari per fer front a la pandèmia del COVID-19",Subministraments,0,2020-06-12T00:00:00Z,VWR INTERNATIONAL EUROLAB SL,251605,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64043795&lawType=3,33140000,2020-04-17T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament de la Vicepresidència i d'Economia i Hisenda,EC 2020 243,0053,"EC 2020 243 Prestació del servei de vigilància 24 hores al dia 7 dies a la setmana en els immobles del carrer José Agustín Goytisolo, 22-28 (espai Bital) i el carrer Ciències, 71, ambdós a l'Hospitalet de Llobregat, durant el període comprès entre el 19 de març i el 30 d'abril de 2020, per a la realització de les funcions dels serveis oferts pel 061 i 112.","Prestació del servei de vigilància 24 hores al dia 7 dies a la setmana en els immobles del carrer José Agustín Goytisolo, 22-28 (espai Bital) i el carrer Ciències, 71, ambdós a l'Hospitalet de Llobregat, durant el període comprès entre el 19 de març i el 30 d'abril de 2020, per a la realització de les funcions dels serveis oferts pel 061 i 112.",Serveis,18837.6,2020-04-22T00:00:00Z,"ENERPRO, SL",18837.6,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61530603&lawType=3,79710000,2020-03-20T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1104,0054,Subministrament de Reactius,Subministrament de material fungible sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-23T00:00:00Z,"ROCHE DIAGNOSTICS, S.L.",1708.97,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66328502&lawType=3,33140000,2020-05-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1040,0055,Material de cures i apòsits,Subministrament de material de cures i apòsits - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-06-09T00:00:00Z,IZASA HOSPITAL S.L.U.,120,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63999846&lawType=3,33141110,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),021C-2020-CEM,0056,Reforç bugaderia octubre,Reforç del servei de bugaderia per l'Hospital Universitari Germans Trias i Pujol,Serveis,27840,2020-06-25T00:00:00Z,ILUNION BUGADERIES CATALUNYA SAU,2900,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64683642&lawType=3,98311100,2020-04-06T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Fundació Centre de Regulació Genòmica,CONTRACTE 31 - TRAMITACIÓ EMERGÈNCIA COVID-19,0057,COSTOS GENERALS (ASSEGURANÇA EQUIPAMENT CIENTÍFIC),"Assegurança per equipament científic, per realitzar tests de detecció massiva de COVID-19",Serveis,1688.44,2020-06-23T00:00:00Z,GRUPO GALILEA PUIG CORREDURIAS DESEGUROS S.A,1688.44,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64627836&lawType=3,66000000,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari de Terrassa,COVID-13 (3),0058,Productes farmacèutics,Publicació massiva de contractes d¿emergència,Subministraments,0,2020-05-29T00:00:00Z,"NOVARTIS FARMACEUTICA, SA",24593.16,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63270431&lawType=3,33000000,2020-05-19T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101200414/20/CMUI,0059,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT Prv rp sng IgG/IgM CoviD19,Contractació emergència subministrament prv rp sng igg/igm covid19,Subministraments,1680000,2020-07-03T00:00:00Z,ABBOTT RAPID DIAGNOSTICS HEALTHCARE,1680000,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65170931&lawType=3,33140000,2020-05-15T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut d'Assistència Sanitària (IAS),CONTR/2020/0000000020,0060,Z NETEJADOR HIDROALCOHOLIC AQUAGENOLZ DETERGENT ECOMIX PURE BIOMETZ DILUSOR DETERGENT ECOMIX PURE BIOMET,Subministrament de material sanitari corresponent al mes de març 2020 per atendre la urgència de la COVID_19 (Serveis Logístics) de L'IAS,Subministraments,226476.57,2020-05-15T00:00:00Z,DIBOSCH,2124.95,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62152530&lawType=3,33140000,2020-04-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1047,0061,Mat.limp. farmacia,"Subministrament de material de ferreteria, neteja, rober, comestibles i altres materials no sanitaris - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIES",Subministraments,0,2020-06-09T00:00:00Z,LAINCO SA,2337.89,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64002747&lawType=3,44316000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH03/1101204231/20/CMUI,0062,Subministrament de reactius i material de laboratori destinats a ladiagnosi in-vitro de la malaltia del Coronavirus,Subministrament de reactius i material de laboratori destinats a ladiagnosi in-vitro de la malaltia del Coronavirus,Subministraments,991954.4,2020-06-22T00:00:00Z,ABBOTT LABORATORIES S.A.,1150,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64510727&lawType=3,33696500,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1002,0063,TELEFONO DIGITAL DIALOG 4223,Subministrament d'equipament i mobiliari mèdic i no mèdic - Publicació MASSIVA de contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-06-09T00:00:00Z,"SUEPRAT BARCELONA, S.L.",836,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63770254&lawType=3,33000000,2020-03-16T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020/1081,0064,Material Fungible Sanitari,Subministrament de material fungible sanitari - Publicació MASSIVA contractes tramitats d'EMERGÈNCIA,Subministraments,0,2020-07-01T00:00:00Z,FIRMA AMBU S.L.,7123.51,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65019716&lawType=3,33140000,2020-04-29T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Sanitari de l'Alt Penedès i Garraf,CSAPG CE 2020/04,0065,Subministrament d'un Videolaringoscop Glidescope Core Titànium + Pala Titànium pel servei d'anestèsia de l'Hospital Residència Sant Camil (Exp CSAPG CE 2020/04),"subministrament d'un Videolaringoscop Glidescope Core Titànium + Pala Titànium pel servei d'anestèsia de l'Hospital Residència Sant Camil, per encàrrec del Consorci Sanitari de l'Alt Penedès i Garraf, per tal de fer front a la crisi sanitària del COVID-19.",Subministraments,16830,2020-05-29T00:00:00Z,"BEMASCE TECNICA, S.L.",16830,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62883635&lawType=3,33100000,2020-03-24T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospital Clínic de Barcelona (HCB),2020-1109,0066,2020-1109 - Subministrament de material de protecció - Publicació contracte tramitat d'EMERGÈNCIA,Subministrament de material de protecció - Publicació contracte tramitat d'EMERGÈNCIA,Subministraments,62799.1,2020-07-22T00:00:00Z,PROTEC SOLANA S.L.,62799.1,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=66232079&lawType=3,33140000,2020-05-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Sistema d'Emergències Mèdiques SA (SEMSA),CE146/2020,0067,COMPRA EMERGÈNCIA 146: Servei de suport per la selecció i valoració d'oxígen per residències,Servei de suport per la selecció i valoració d'oxígen per residències,Serveis,58476,2020-06-30T00:00:00Z,"JG Ingenieros, SA",58476,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63826076&lawType=3,71356400,2020-06-05T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Centre de Telecomunicacions i Tecnologies de la Informació de la Generalitat de Catalunya,CTTI-2020-197,0068,Servei de desenvolupament de noves funcionalitats en els sistemes d'informació del Departament d'Educació per atendre l'emergència de la COVID-19.,Servei de desenvolupament de noves funcionalitats en els sistemes d'informació del Departament d'Educació per tal que l'alumnat pogués continuar de manera telemática el curs 2019-2020.,Serveis,17697.26,2020-07-02T00:00:00Z,IThinkUPC S.L.,17697.26,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65077256&lawType=3,72212517,2020-06-30T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospitalari de Vic,CHV CE 40/20,0069,SOC UNISEX BLAU-36 S/FORATS A/TIRA,Publicació massiva de contractes tramitats d'emergència .,Subministraments,0,2020-07-14T00:00:00Z,"DIVISION ANATOMICOS, S.L.",42809.64,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65442888&lawType=3,33000000,2020-03-13T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/AH03/1101204271/20/CMUI,0070,Subministrament de reactius i material de laboratori destinats a ladiagnosi in-vitro de la malaltia del Coronavirus,Subministrament de reactius i material de laboratori destinats a ladiagnosi in-vitro de la malaltia del Coronavirus,Subministraments,991954.4,2020-06-22T00:00:00Z,SARSTEDT S.A.U.,4435.2,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=64510727&lawType=3,33696500,2020-06-18T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-394,0071,Subministrament de 9.800 mantes per a detinguts ACD,"Subministrament 9.800 mantes per a detinguts, davant la pandèmia del COVID 19",Subministraments,22702,2020-04-17T00:00:00Z,CLOSA SEBASTIA SL,22702,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=61462603&lawType=3,39511100,2020-04-08T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Consorci Hospitalari de Vic,CHV CE 42/20,0072,DAVANTAL POLIETILE BLANC 80X125CM REBUTJ,Publicació massiva de contractes tramitats d'emergència .,Subministraments,0,2020-07-14T00:00:00Z,FUGAPLAST S.L.,6142.93,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65442888&lawType=3,33000000,2020-03-13T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Departament d'Interior,IT-2020-609,0073,"Subministrament de 28 galledes de goma de 10 L per a la Direcció General de Prevenció, Extinció d'Incendis i Salvaments","Subministrament de 28 galledes de goma de 10 L per a la Direcció General de Prevenció, Extinció d'Incendis i Salvaments",Subministraments,256.76,2020-07-08T00:00:00Z,"SUC DE J. MORELL, S.A.",256.76,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=65419494&lawType=3,39224330,2020-06-25T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Institut Català de la Salut (ICS),CS/CC00/1101196308/20/CMUI,0074,CONTRACTACIÓ EMERGÈNCIA SUBMINISTRAMENT BATES,Contractació emergència subministrament bates,Subministraments,2123.8,2020-05-28T00:00:00Z,DISTRAUMA MEDICAL SL,2123.8,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=63214737&lawType=3,33140000,2020-04-02T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Banc de Sang i Teixits (BST),Menors emergència,0075,COVID19 Servei extra de neteja a BST Badalona,Publicació massiva de contractes menors amb tramitació d'emergència,Subministraments,0,2020-05-14T00:00:00Z,"CLECE, S.A.",2739.3,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62423910&lawType=3,35113410,2020-05-14T00:00:00Z
DEPARTAMENTS I SECTOR PÚBLIC DE LA GENERALITAT DE CATALUNYA,Servei Català de la Salut (CatSalut),4.1-Allotjament de professionals,0076,Allotjament de professionals sanitaris en les instal.lacions de l'Hostal La Creu,"Publicació massiva de contractes tramitats per emergència, dels serveis d'allotjament de professionals  en el marc de l'estratègia de resposta a l'epidèmia del SARS-CoV-2.",Serveis,0,2020-05-20T00:00:00Z,"GUIRAO-MORILLO, S.L.",2345.4,https://contractaciopublica.gencat.cat/ecofin_pscp/AppJava/awardnotice.pscp?reqCode=viewPcan&idDoc=62073594&lawType=3,55110000,2020-05-20T00:00:00Z
